,ID,BRAND,SUB_DETAIL,AMOUNT,START_DATE,END_DATE,DURATION,REVENUE
67494,752QASY983,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
67496,752QENT743,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67498,752RLBO185,ChillStream,paid monthly,24.99,2023-06-02,2023-06-30,29.0,24.99
67499,752SCEV756,Pulse,paid monthly,8.0,2023-01-01,2023-05-01,121.0,32.0
67501,752SMBT167,ChillStream,paid annual,100.01,2023-04-17,2023-06-30,75.0,100.01
67502,752TZFW220,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
67504,752UJUT875,ChillStream,paid monthly,25.01,2023-01-10,2023-06-30,172.0,150.06
67505,752UJUT875,LimeLight,trial annual,55.62,2023-01-01,2023-05-26,146.0,55.62
67507,752VDEN723,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67508,752VPYI522,CineQuest,expired annual,60.0,2023-01-01,2023-06-14,164.0,60.0
67512,752WOVM844,RetroReel,discounted monthly,14.86,2023-01-01,2023-01-19,19.0,0.0
67515,752WRVV674,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
67517,752XPCP513,LimeLight,paid monthly,20.03,2023-01-01,2023-06-30,181.0,140.21
67521,753AFSV281,ChillStream,paid monthly,25.01,2023-04-11,2023-05-30,49.0,50.02
67522,753AFSV281,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67523,753AQQU433,Pulse,paid annual,49.99,2023-01-01,2023-06-30,181.0,49.99
67525,753ASSZ368,ChillStream,trial annual,31.45,2023-01-01,2023-04-19,109.0,250.10000000000002
67530,753AYKJ204,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
67532,753BLNJ090,LimeLight,paid annual,80.02,2023-01-01,2023-06-30,181.0,80.02
67534,753BMYD626,Pulse,discounted monthly,5.49,2023-01-16,2023-04-21,95.0,110.07
67535,753BMYD626,Pulse,paid monthly,8.01,2023-05-15,2023-06-30,47.0,16.02
67537,753BNZT604,Pulse,paid monthly,7.99,2023-03-05,2023-06-30,118.0,31.96
67539,753CYPS103,ChillStream,paid annual,100.0,2023-01-28,2023-06-30,154.0,100.0
67540,753ETDW554,Pulse,paid monthly,8.01,2023-01-01,2023-01-07,7.0,8.010000000000005
67543,753FVBE344,LimeLight,paid annual,80.01,2023-01-01,2023-06-21,172.0,0.0
67546,753GSGQ094,Pulse,paid monthly,7.98,2023-01-01,2023-06-30,181.0,55.86
67549,753GTPS442,Pulse,paid monthly,8.01,2023-02-25,2023-06-30,126.0,40.05
67551,753GVRA225,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67553,753GVRA225,LimeLight,expired monthly,20.02,2023-01-01,2023-06-30,181.0,140.14
67556,753HQVB050,CineQuest,paid monthly,11.99,2023-01-29,2023-06-30,153.0,71.94
67558,753HRXU741,LimeLight,paid monthly,19.97,2023-01-01,2023-06-30,181.0,139.79
67559,753JFJZ548,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
67561,753JHGU145,Pulse,paid monthly,7.98,2023-01-01,2023-06-30,181.0,55.86
67564,753JJSR353,ChillStream,paid annual,100.02,2023-01-01,2023-06-30,181.0,100.02
67565,753JJSR353,Pulse,paid monthly,8.0,2023-01-01,2023-04-05,95.0,24.0
67567,753JYBE503,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
67570,753KEZT433,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
67573,753KPAE436,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67574,753KVEJ500,Pulse,paid monthly,8.01,2023-01-01,2023-01-31,31.0,8.010000000000005
67575,753KVEJ500,Pulse,paid monthly,7.99,2023-04-09,2023-05-04,25.0,96.1
67578,753LNFT491,CineQuest,paid monthly,11.99,2023-01-07,2023-06-30,175.0,71.94
67580,753MGMW096,LimeLight,paid monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
67581,753MGPJ157,RetroReel,trial monthly,29.53,2023-01-05,2023-02-19,45.0,59.06
67582,753MGPJ157,RetroReel,paid annual,119.99,2023-06-10,2023-06-30,21.0,119.99
67584,753NCVF768,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
67586,753NIJD528,ChillStream,paid monthly,25.01,2023-01-01,2023-01-16,16.0,50.0
67587,753NIJD528,ChillStream,paid monthly,24.99,2023-04-01,2023-06-30,91.0,99.96
67588,753NIJD528,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
67589,753NWQL585,RetroReel,expired monthly,30.0,2023-01-01,2023-03-12,70.0,60.0
67591,753NXQH919,RetroReel,paid monthly,30.0,2023-01-01,2023-06-10,161.0,150.0
67592,753ONOY429,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67594,753PIKS043,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
67595,753QKLS375,ChillStream,expired annual,99.98,2023-01-01,2023-03-04,62.0,99.98
67596,753QKLS375,ChillStream,paid monthly,24.99,2023-05-29,2023-06-30,33.0,49.98
67598,753QLIJ397,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67600,753QUQI058,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
67601,753QYLC980,CineQuest,paid annual,60.0,2023-06-07,2023-06-30,24.0,60.0
67603,753RLYZ288,CineQuest,trial annual,42.05,2023-01-01,2023-06-30,181.0,42.05
67605,753RLYZ288,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67611,753SAYK160,RetroReel,paid monthly,30.0,2023-01-01,2023-01-31,31.0,30.0
67612,753SAYK160,RetroReel,discounted monthly,12.11,2023-03-19,2023-06-30,104.0,48.44
67615,753TEPW554,CineQuest,paid annual,59.99,2023-01-01,2023-05-12,132.0,71.97999999999999
67616,753TIXL303,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
67617,753TXNT717,Pulse,paid annual,49.99,2023-01-01,2023-06-30,181.0,49.99
67619,753UCIZ106,CineQuest,paid monthly,12.0,2023-03-07,2023-04-14,38.0,132.09
67620,753UCIZ106,CineQuest,paid monthly,12.01,2023-06-05,2023-06-30,26.0,12.01
67621,753UIWH473,Pulse,paid monthly,8.01,2023-01-01,2023-05-30,150.0,40.04999999999998
67624,753ULFL083,CineQuest,paid monthly,12.01,2023-01-01,2023-01-20,20.0,60.05
67625,753UNQU623,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
67629,753VCDC581,Pulse,paid annual,49.99,2023-03-14,2023-06-30,109.0,49.99
67631,753VCEH559,ChillStream,paid monthly,25.02,2023-01-01,2023-06-30,181.0,175.14
67634,753VGTM318,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67636,753XZVK052,LimeLight,paid monthly,20.02,2023-01-01,2023-02-25,56.0,40.039999999999964
67639,753YRUG911,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67640,753YRUG911,LimeLight,trial annual,29.9,2023-01-01,2023-06-30,181.0,29.9
67642,753YUCC274,RetroReel,trial annual,68.74,2023-01-01,2023-05-04,124.0,270.0
67644,753YWFE588,LimeLight,paid annual,80.0,2023-01-01,2023-04-16,106.0,0.0
67645,753YWFE588,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
67646,753ZCZQ683,CineQuest,expired monthly,12.0,2023-01-01,2023-01-11,10.0,0.0
67648,753ZFKL472,RetroReel,discounted monthly,18.66,2023-01-01,2023-06-30,181.0,111.96
67650,753ZRDP049,RetroReel,paid annual,120.0,2023-01-05,2023-06-30,177.0,120.0
67651,754BQXA270,RetroReel,paid annual,120.0,2023-04-21,2023-06-30,71.0,120.0
67653,754BXWN030,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67654,754BYUL741,LimeLight,paid annual,79.99,2023-06-25,2023-06-30,6.0,79.99
67656,754CORP851,RetroReel,paid annual,120.0,2023-06-06,2023-06-30,25.0,120.0
67657,754CSGR964,LimeLight,paid monthly,19.98,2023-03-12,2023-06-30,111.0,79.92
67659,754DBVR621,CineQuest,paid monthly,12.01,2023-02-27,2023-05-03,65.0,120.1
67663,754DWUT024,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67666,754EDOJ281,CineQuest,discounted monthly,11.81,2023-01-01,2023-06-05,156.0,155.02999999999997
67669,754EZOV558,ChillStream,paid monthly,25.02,2023-01-31,2023-06-30,151.0,150.12
67670,754FFHB827,LimeLight,paid monthly,20.01,2023-01-01,2023-05-02,122.0,80.04000000000002
67671,754FPVH916,Pulse,paid monthly,7.98,2023-01-01,2023-05-17,137.0,31.919999999999987
67674,754FPVH916,RetroReel,paid annual,119.99,2023-01-03,2023-06-30,179.0,119.99
67676,754GIWB780,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67680,754JGNK834,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
67683,754KBSP427,ChillStream,paid monthly,25.0,2023-02-04,2023-06-30,147.0,125.0
67684,754KBSP427,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
67687,754KRHN571,LimeLight,paid annual,79.98,2023-01-01,2023-06-30,181.0,79.98
67688,754MDVN321,ChillStream,paid monthly,25.01,2023-03-26,2023-06-30,97.0,100.04
67690,754MENT511,Pulse,paid monthly,8.01,2023-01-01,2023-03-19,78.0,24.03
67694,754MOWO862,Pulse,paid annual,50.01,2023-03-27,2023-04-10,14.0,150.54999999999998
67695,754MOWO862,Pulse,paid annual,49.99,2023-06-03,2023-06-30,28.0,49.99
67697,754NNQY803,RetroReel,paid monthly,29.98,2023-01-01,2023-06-30,181.0,209.86
67699,754NUAE217,LimeLight,paid monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
67700,754PCIL864,Pulse,trial monthly,6.32,2023-01-01,2023-01-24,24.0,6.319999999999993
67701,754PCIL864,Pulse,paid monthly,8.0,2023-05-18,2023-06-30,44.0,16.0
67703,754PGAE754,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67705,754QLJT949,LimeLight,paid annual,79.98,2023-01-17,2023-06-30,165.0,79.98
67708,754ROVR666,Pulse,paid annual,50.0,2023-01-07,2023-06-30,175.0,50.0
67709,754SBNV283,LimeLight,paid monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
67711,754SKKF893,ChillStream,discounted monthly,20.63,2023-01-01,2023-06-30,181.0,144.41
67713,754SOUD439,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
67715,754TUWF594,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67717,754UJKK855,LimeLight,paid monthly,20.0,2023-03-30,2023-06-30,93.0,80.0
67719,754ULAC659,ChillStream,paid monthly,24.99,2023-03-05,2023-06-30,118.0,99.96
67723,754VRXI281,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67725,754VTGL332,ChillStream,paid monthly,25.0,2023-01-13,2023-06-30,169.0,150.0
67727,754VXLF905,LimeLight,paid monthly,20.01,2023-01-22,2023-06-30,160.0,120.06
67729,754VXLF905,RetroReel,paid annual,119.97,2023-01-27,2023-06-30,155.0,119.97
67731,754WPEE586,CineQuest,paid monthly,12.0,2023-03-23,2023-06-30,100.0,48.0
67733,754ZPID409,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
67735,754ZQTL936,ChillStream,paid annual,100.0,2023-01-20,2023-06-30,162.0,100.0
67737,755AGOS313,LimeLight,paid annual,80.01,2023-03-13,2023-06-30,110.0,80.01
67739,755AJQF001,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67741,755CFUU015,LimeLight,paid monthly,19.99,2023-01-30,2023-06-30,152.0,119.94
67742,755CJUK134,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67743,755CTNI000,LimeLight,paid annual,79.98,2023-01-01,2023-06-30,181.0,79.98
67746,755DSUL277,LimeLight,paid annual,80.02,2023-01-01,2023-06-30,181.0,80.02
67748,755DSUL277,RetroReel,paid annual,120.01,2023-01-01,2023-06-30,181.0,120.01
67749,755EIYG020,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
67750,755EIYG020,Pulse,expired monthly,8.0,2023-01-01,2023-02-17,47.0,8.0
67752,755ENCA242,LimeLight,paid annual,80.01,2023-01-24,2023-06-30,158.0,80.01
67755,755FUSK851,CineQuest,paid monthly,12.0,2023-01-01,2023-01-05,5.0,48.0
67756,755FUSK851,CineQuest,paid monthly,11.98,2023-02-07,2023-03-09,30.0,131.98
67758,755FWSO152,LimeLight,paid annual,79.97,2023-02-06,2023-06-30,145.0,79.97
67760,755GKXJ698,ChillStream,paid annual,100.0,2023-01-07,2023-06-30,175.0,100.0
67762,755GSNX612,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
67764,755HQVI097,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
67765,755HQVI097,RetroReel,trial monthly,22.24,2023-01-01,2023-06-30,181.0,155.67999999999998
67767,755IDUF616,LimeLight,paid monthly,19.99,2023-06-24,2023-06-30,7.0,19.99
67769,755IEKB697,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
67771,755JVYK542,ChillStream,paid monthly,24.99,2023-06-17,2023-06-30,14.0,24.99
67772,755KFFG330,RetroReel,paid monthly,30.01,2023-06-01,2023-06-30,30.0,30.01
67774,755LQWB765,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
67775,755LWIQ953,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
67777,755LWIT578,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
67778,755MGGJ565,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
67780,755MROH873,LimeLight,paid annual,80.01,2023-02-19,2023-06-30,132.0,80.01
67781,755MVLH010,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
67783,755NUQM564,LimeLight,paid annual,79.99,2023-05-31,2023-06-30,31.0,79.99
67784,755PERA451,ChillStream,paid monthly,24.99,2023-03-04,2023-06-30,119.0,99.96
67785,755PUOQ843,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67787,755QUHH208,Pulse,paid monthly,8.0,2023-06-06,2023-06-30,25.0,8.0
67789,755RWFY579,CineQuest,paid monthly,12.01,2023-01-01,2023-04-01,91.0,48.03999999999999
67790,755RWFY579,CineQuest,paid monthly,11.98,2023-06-01,2023-06-30,30.0,11.98
67794,755SHCZ210,RetroReel,trial monthly,23.45,2023-01-01,2023-06-30,181.0,164.15
67796,755TTVN768,LimeLight,paid monthly,20.0,2023-01-01,2023-03-17,76.0,60.0
67797,755TTVN768,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67801,755TXBL504,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
67802,755ULQE356,RetroReel,paid annual,120.0,2023-04-30,2023-06-30,62.0,120.0
67804,755UTUV769,ChillStream,paid annual,100.0,2023-06-29,2023-06-30,2.0,100.0
67805,755UTUV769,LimeLight,paid monthly,20.02,2023-01-01,2023-06-30,181.0,140.14
67806,755UXCY349,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
67808,755VKCJ552,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
67810,755WCWA587,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
67814,755YSZS386,RetroReel,expired monthly,30.0,2023-01-01,2023-01-10,9.0,0.0
67818,755ZGBR563,LimeLight,paid monthly,20.0,2023-03-19,2023-06-30,104.0,80.0
67819,755ZYLA760,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67820,756AJKN743,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
67823,756AUXL799,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
67824,756DCXA386,LimeLight,paid monthly,20.01,2023-03-31,2023-06-30,92.0,80.04
67826,756DFJB104,RetroReel,paid monthly,29.99,2023-01-01,2023-01-11,11.0,29.989999999999995
67827,756DFJB104,RetroReel,paid monthly,29.99,2023-05-27,2023-06-30,35.0,59.98
67828,756DGHL673,Pulse,paid monthly,7.98,2023-05-01,2023-06-30,61.0,23.94
67829,756DVZM658,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
67830,756EMFZ436,LimeLight,paid annual,80.0,2023-06-27,2023-06-30,4.0,80.0
67833,756EXYK655,ChillStream,discounted monthly,7.81,2023-01-01,2023-03-21,80.0,215.62
67834,756EXYK655,ChillStream,paid annual,100.0,2023-05-25,2023-06-30,37.0,100.0
67835,756HEHY539,RetroReel,paid monthly,30.0,2023-01-01,2023-01-02,2.0,0.0
67838,756JNDI752,ChillStream,paid monthly,25.0,2023-01-31,2023-05-13,102.0,400.0
67841,756JNDI752,LimeLight,paid monthly,20.0,2023-01-06,2023-06-30,176.0,120.0
67843,756JQDG348,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
67844,756JQDG348,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
67845,756JVYW046,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67846,756KJFK603,RetroReel,expired annual,119.98,2023-01-01,2023-03-19,77.0,119.98
67847,756KJFK603,RetroReel,paid monthly,30.02,2023-05-21,2023-06-30,41.0,60.04
67850,756KJHC282,CineQuest,paid monthly,12.02,2023-05-08,2023-06-30,54.0,24.04
67852,756LDFO968,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67854,756MKVY235,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
67856,756MSMT443,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
67860,756NZAV972,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67861,756OGEI021,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
67865,756OQTN483,CineQuest,paid monthly,12.0,2023-04-07,2023-06-07,61.0,120.1
67868,756ORYE532,Pulse,paid annual,49.99,2023-01-01,2023-06-30,181.0,49.99
67869,756OVDG485,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
67870,756OVDG485,LimeLight,paid monthly,19.99,2023-04-27,2023-06-30,65.0,59.97
67872,756PCSS498,LimeLight,paid monthly,20.0,2023-05-07,2023-06-30,55.0,40.0
67875,756QIUE872,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
67876,756RNIY578,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
67878,756RSOM459,Pulse,trial monthly,3.63,2023-01-26,2023-03-12,45.0,71.34
67881,756SDTK448,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
67883,756SDTK448,LimeLight,discounted annual,56.32,2023-02-02,2023-06-30,149.0,56.32
67885,756SQKH317,CineQuest,paid monthly,12.01,2023-01-07,2023-06-30,175.0,72.06
67887,756SVZX750,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67889,756TGYG225,RetroReel,paid annual,120.0,2023-02-28,2023-06-30,123.0,120.0
67890,756TVNI676,RetroReel,paid monthly,30.01,2023-03-05,2023-06-30,118.0,120.04
67892,756UGSV843,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
67893,756UNXR176,ChillStream,trial annual,76.49,2023-01-01,2023-06-30,181.0,76.49
67895,756UNXR176,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
67896,756XWTJ325,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67898,756ZUVZ299,LimeLight,paid monthly,19.99,2023-01-01,2023-02-18,49.0,95.65999999999997
67900,757AGUQ411,CineQuest,paid annual,60.01,2023-01-01,2023-02-14,45.0,0.0
67901,757AGUQ411,CineQuest,paid monthly,12.0,2023-06-21,2023-06-30,10.0,12.0
67903,757BCEX951,Pulse,paid monthly,7.99,2023-03-04,2023-06-30,119.0,31.96
67905,757BCYQ241,ChillStream,paid annual,100.0,2023-05-29,2023-06-30,33.0,100.0
67907,757BEIK770,Pulse,paid monthly,8.0,2023-06-06,2023-06-30,25.0,8.0
67908,757BJGZ528,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
67910,757BJGZ528,LimeLight,paid monthly,20.01,2023-01-01,2023-01-09,9.0,0.0
67911,757BJGZ528,LimeLight,discounted monthly,14.28,2023-04-25,2023-06-30,67.0,42.839999999999996
67912,757DYFI559,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67914,757FAKG244,LimeLight,paid annual,80.01,2023-03-29,2023-06-30,94.0,80.01
67915,757FIYM938,LimeLight,paid annual,80.0,2023-03-28,2023-06-30,95.0,80.0
67916,757GWPL227,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
67919,757IKYF505,Pulse,paid annual,50.01,2023-05-08,2023-06-30,54.0,50.01
67921,757ITDS344,CineQuest,paid monthly,11.99,2023-01-14,2023-02-22,39.0,23.98
67922,757ITDS344,CineQuest,paid monthly,12.0,2023-06-02,2023-06-30,29.0,12.0
67923,757JKPK355,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
67924,757JQUX383,ChillStream,paid monthly,24.99,2023-01-01,2023-06-11,162.0,149.93999999999997
67928,757JVRL461,CineQuest,paid monthly,11.99,2023-04-26,2023-06-30,66.0,35.97
67932,757KJBF288,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67934,757KJFI797,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
67938,757NCSC510,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
67939,757NEWP177,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
67940,757NEWP177,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67941,757NOOF017,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
67943,757NRUE686,ChillStream,paid annual,100.0,2023-01-01,2023-03-17,76.0,25.019999999999996
67945,757NRUE686,LimeLight,paid annual,79.98,2023-01-01,2023-04-23,113.0,79.98
67946,757NSZO778,RetroReel,paid annual,120.0,2023-01-04,2023-06-30,178.0,120.0
67949,757OBKV863,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
67950,757ODBL142,RetroReel,paid monthly,30.0,2023-04-14,2023-06-30,78.0,90.0
67951,757ORDA011,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
67952,757PJWO193,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
67953,757PROG275,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
67956,757QCDG003,ChillStream,paid monthly,24.98,2023-01-01,2023-01-05,5.0,125.0
67957,757QCDG003,ChillStream,paid monthly,24.98,2023-02-24,2023-04-24,59.0,299.86
67958,757QCDG003,ChillStream,paid monthly,25.02,2023-06-20,2023-06-30,11.0,25.02
67959,757RRTA454,ChillStream,expired monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
67961,757RRTA454,Pulse,paid monthly,8.0,2023-03-12,2023-06-30,111.0,32.0
67963,757SEWU633,CineQuest,paid monthly,11.98,2023-01-01,2023-03-18,77.0,93.50999999999999
67968,757SVWY965,CineQuest,paid annual,60.02,2023-01-27,2023-06-30,155.0,60.02
67971,757TCCX549,Pulse,paid monthly,7.99,2023-01-13,2023-06-30,169.0,47.94
67972,757TOTO911,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
67976,757TYWJ316,RetroReel,paid annual,120.01,2023-01-01,2023-06-30,181.0,120.01
67978,757UXCO465,RetroReel,paid monthly,30.01,2023-02-11,2023-06-30,140.0,150.05
67980,757VGYP384,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
67984,757WDJB995,RetroReel,paid annual,120.0,2023-06-01,2023-06-30,30.0,120.0
67987,757WYZI275,LimeLight,paid monthly,20.01,2023-02-06,2023-06-30,145.0,100.05000000000001
67988,757XLGW011,ChillStream,paid monthly,25.0,2023-01-26,2023-06-30,156.0,150.0
67989,757YNOI990,ChillStream,paid annual,99.98,2023-01-01,2023-06-30,181.0,99.98
67990,757YSJG552,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
67993,757YSQQ920,Pulse,paid annual,49.99,2023-04-16,2023-06-30,76.0,49.99
67995,757ZNTG750,CineQuest,paid monthly,12.0,2023-01-01,2023-04-07,97.0,48.010000000000005
67998,758ACIC369,RetroReel,trial monthly,29.69,2023-01-01,2023-06-30,181.0,207.83
68001,758AERE117,Pulse,paid annual,50.0,2023-02-22,2023-06-30,129.0,50.0
68003,758AFPH388,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
68005,758AJKT578,RetroReel,paid annual,120.0,2023-01-01,2023-02-10,41.0,269.90999999999997
68008,758AXDF830,RetroReel,paid monthly,30.03,2023-01-01,2023-06-30,181.0,210.21
68010,758BEPG472,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
68012,758CKJY682,RetroReel,paid annual,120.01,2023-06-06,2023-06-30,25.0,120.01
68014,758DHIZ504,CineQuest,paid monthly,12.02,2023-01-01,2023-06-02,153.0,156.1
68017,758DWAK015,ChillStream,paid monthly,25.0,2023-04-07,2023-06-30,85.0,75.0
68018,758DWAK015,LimeLight,expired monthly,19.99,2023-01-01,2023-01-09,8.0,0.0
68021,758DWAK015,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
68024,758ECEM574,LimeLight,paid monthly,19.99,2023-05-29,2023-06-30,33.0,39.98
68025,758ECEM574,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
68026,758EJOL113,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
68027,758FWDO997,CineQuest,paid monthly,11.99,2023-01-01,2023-01-31,31.0,11.990000000000009
68029,758FWEQ997,ChillStream,paid monthly,24.98,2023-01-01,2023-06-30,181.0,174.86
68032,758GLVU966,Pulse,paid monthly,8.01,2023-06-13,2023-06-30,18.0,8.01
68034,758GNXI395,ChillStream,paid monthly,25.0,2023-04-22,2023-06-30,70.0,75.0
68035,758GNXI395,LimeLight,discounted monthly,12.51,2023-01-01,2023-05-31,151.0,62.55000000000001
68036,758HNAB120,ChillStream,paid monthly,25.0,2023-01-01,2023-01-04,4.0,0.0
68038,758HOIW613,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
68039,758HSBW595,LimeLight,paid annual,79.98,2023-01-01,2023-06-30,181.0,79.98
68043,758LXFF133,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
68044,758MMGA386,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
68045,758MSGC025,CineQuest,paid annual,60.0,2023-01-01,2023-03-05,64.0,60.0
68047,758NDVH256,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
68048,758NVDO454,CineQuest,expired annual,59.99,2023-01-01,2023-06-30,181.0,59.99
