,Unnamed: 0,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
36509,36509,833HJXV528,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
36511,36511,833JGEG423,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
36514,36514,833NOST566,LimeLight,0,60.0,1,2,0,0,2,Low-Value
36517,36517,833OLGT069,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
36518,36518,833OWXE853,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
36524,36524,833RUYC357,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
36526,36526,833SSDI591,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36527,36527,833SXRB794,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36535,36535,833WUJM587,LimeLight,0,20.0,2,2,1,0,3,Mid-Value
36544,36544,834DNSH607,LimeLight,0,19.99,2,2,1,0,3,Mid-Value
36548,36548,834GCXR172,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
36549,36549,834GKBX488,LimeLight,85,300.0,1,1,0,3,4,Mid-Value
36550,36550,834GMEK357,LimeLight,45,79.96000000000001,1,1,0,1,2,Low-Value
36553,36553,834IJTX715,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36558,36558,834LJOH954,LimeLight,18,120.0,1,2,0,2,4,Mid-Value
36569,36569,834QAWM651,LimeLight,136,100.03,1,0,0,1,1,Low-Value
36573,36573,834RESN099,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
36581,36581,834WTOB017,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36584,36584,834XSXC316,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36586,36586,834YOOU987,LimeLight,0,19.99,1,2,0,0,2,Low-Value
36594,36594,835CRPZ875,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
36599,36599,835IGEL221,LimeLight,0,76.6,1,2,0,1,3,Mid-Value
36606,36606,835MXUT580,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
36609,36609,835NUOR886,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
36612,36612,835PXET830,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
36613,36613,835QNVB108,LimeLight,0,159.96,1,2,0,2,4,Mid-Value
36614,36614,835QOCA053,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
36616,36616,835SPKL484,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36620,36620,835TXWE451,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
36633,36633,836EFRL048,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36634,36634,836EHSD623,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36645,36645,836JUQI766,LimeLight,70,20.01,1,1,0,0,1,Low-Value
36660,36660,836UEQE261,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36669,36669,836YATQ674,LimeLight,0,24.9,1,2,0,0,2,Low-Value
36675,36675,837BGVV492,LimeLight,0,60.03,2,2,1,0,3,Mid-Value
36676,36676,837BROV271,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
36680,36680,837EAIR340,LimeLight,75,80.06,2,1,1,1,3,Mid-Value
36681,36681,837FCDA977,LimeLight,72,80.0,1,1,0,1,2,Low-Value
36684,36684,837FSIS122,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36689,36689,837HRYP216,LimeLight,0,60.0,1,2,0,0,2,Low-Value
36691,36691,837JJCH502,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
36695,36695,837JOQQ775,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36698,36698,837KMEB829,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36699,36699,837MCLY389,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36701,36701,837NLQV798,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36704,36704,837OPWY485,LimeLight,0,140.07000000000002,3,2,2,2,6,High-Value
36708,36708,837QQUH324,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36711,36711,837SHEN895,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
36712,36712,837SMBK928,LimeLight,0,99.98000000000002,2,2,1,1,4,Mid-Value
36717,36717,837TVMA893,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
36718,36718,837UUYL215,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36722,36722,837XQTV579,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
36729,36729,838BXBC677,LimeLight,4,111.89999999999998,1,2,0,1,3,Mid-Value
36735,36735,838FGLP263,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
36737,36737,838FKQF467,LimeLight,84,60.03,1,1,0,0,1,Low-Value
36740,36740,838GTUT785,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
36753,36753,838MAEP732,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
36758,36758,838OZAJ652,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
36759,36759,838PADA617,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
36761,36761,838SMNT454,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
36763,36763,838UFOS442,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36764,36764,838URLA457,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36765,36765,838VGNX230,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36768,36768,838YUQP023,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36769,36769,838YYHN456,LimeLight,60,80.04000000000002,1,1,0,1,2,Low-Value
36771,36771,838ZCXM584,LimeLight,0,67.41,2,2,1,1,4,Mid-Value
36776,36776,839CMSE996,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36777,36777,839CRTW244,LimeLight,0,60.06,1,2,0,0,2,Low-Value
36779,36779,839DESR340,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36780,36780,839ELVY536,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36785,36785,839GRDV025,LimeLight,0,140.0,2,2,1,2,5,High-Value
36788,36788,839IGWL225,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
36791,36791,839LSWF552,LimeLight,0,59.94,1,2,0,0,2,Low-Value
36792,36792,839LVQA829,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36794,36794,839LXJW358,LimeLight,0,67.53,2,2,1,1,4,Mid-Value
36798,36798,839RFJI514,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36802,36802,839SFDX446,LimeLight,131,40.0,1,0,0,0,0,Low-Value
36810,36810,839WADU406,LimeLight,47,0.0,1,1,0,0,1,Low-Value
36811,36811,839WIZM629,LimeLight,0,100.0,2,2,1,1,4,Mid-Value
36814,36814,839XGRO504,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
36816,36816,839YHMJ408,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
36819,36819,839YSPL016,LimeLight,0,140.0,2,2,1,2,5,High-Value
36834,36834,840FLOO946,LimeLight,0,139.97000000000003,1,2,0,2,4,Mid-Value
36835,36835,840FZUG697,LimeLight,0,80.06,1,2,0,1,3,Mid-Value
36836,36836,840GBVO313,LimeLight,0,139.79,2,2,1,2,5,High-Value
36842,36842,840IUTB979,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36843,36843,840KCJN115,LimeLight,0,158.22000000000003,1,2,0,2,4,Mid-Value
36845,36845,840KXLN509,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
36854,36854,840XEWE613,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36855,36855,840XPFG259,LimeLight,125,0.0,1,0,0,0,0,Low-Value
36857,36857,840XQLK106,LimeLight,0,79.96,2,2,1,1,4,Mid-Value
36861,36861,841CMPH133,LimeLight,0,100.05,2,2,1,1,4,Mid-Value
36870,36870,841GNDI592,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36872,36872,841HACN604,LimeLight,90,52.53,1,1,0,0,1,Low-Value
36874,36874,841HSSY838,LimeLight,0,39.98,1,2,0,0,2,Low-Value
36875,36875,841IMJJ531,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
36878,36878,841JJYY816,LimeLight,0,45.67,1,2,0,0,2,Low-Value
36884,36884,841MZKY795,LimeLight,0,79.96,2,2,1,1,4,Mid-Value
36895,36895,841UFQD695,LimeLight,0,79.96,2,2,1,1,4,Mid-Value
36900,36900,841UWPJ699,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36903,36903,841VYUH067,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
36904,36904,841XOEE018,LimeLight,0,120.0,2,2,1,2,5,High-Value
36907,36907,841XQFP579,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
36908,36908,841XTOT367,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36910,36910,841ZADS389,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
36912,36912,841ZUIV480,LimeLight,83,240.04,1,1,0,3,4,Mid-Value
36914,36914,842CTWC847,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36915,36915,842DQUX277,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
36918,36918,842FCZM315,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
36919,36919,842FREZ436,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
36923,36923,842GNIG515,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
36931,36931,842LKNP620,LimeLight,0,40.04,1,2,0,0,2,Low-Value
36932,36932,842MJNC902,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
36936,36936,842OUBA970,LimeLight,0,39.98,1,2,0,0,2,Low-Value
36952,36952,842ZSYH518,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36955,36955,842ZXNW266,LimeLight,0,140.0,2,2,1,2,5,High-Value
36958,36958,843BGNH152,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
36963,36963,843EHST669,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
36965,36965,843EVBU735,LimeLight,61,79.99,1,1,0,1,2,Low-Value
36971,36971,843IKSI818,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
36974,36974,843KFAG380,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36977,36977,843KZGH857,LimeLight,65,80.07999999999998,3,1,2,1,4,Mid-Value
36980,36980,843LEDQ660,LimeLight,0,80.0,3,2,2,1,5,High-Value
36988,36988,843NZDX754,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
36990,36990,843ODAP057,LimeLight,0,140.21,1,2,0,2,4,Mid-Value
36992,36992,843OYQD091,LimeLight,0,43.57,1,2,0,0,2,Low-Value
37000,37000,843VGKO851,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
37005,37005,843YQOV432,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
37006,37006,843YYGN191,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37011,37011,844AWPD450,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37014,37014,844BZQW045,LimeLight,116,120.0,1,0,0,2,2,Low-Value
37016,37016,844DOCB042,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
37017,37017,844ESIS911,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37024,37024,844JOQA017,LimeLight,68,80.0,1,1,0,1,2,Low-Value
37025,37025,844JRIU371,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
37033,37033,844NFZF089,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37035,37035,844PAPE803,LimeLight,0,119.42,2,2,1,2,5,High-Value
37037,37037,844RYPT818,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
37041,37041,844XBJG428,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37044,37044,844YSVU268,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
37046,37046,844YWKU213,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37048,37048,844ZJMH041,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37049,37049,845DFHI155,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
37053,37053,845FMED528,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37054,37054,845FOSE696,LimeLight,0,80.36,1,2,0,1,3,Mid-Value
37055,37055,845GDLI784,LimeLight,141,92.71,1,0,0,1,1,Low-Value
37057,37057,845HMAY517,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37064,37064,845KUQT376,LimeLight,0,20.0,1,2,0,0,2,Low-Value
37072,37072,845PSVR619,LimeLight,73,191.69,1,1,0,3,4,Mid-Value
37078,37078,845RYOR881,LimeLight,0,56.91,2,2,1,0,3,Mid-Value
37082,37082,845UYWT459,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37084,37084,845VUVE136,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37086,37086,845ZMZU195,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
37089,37089,846AGKR138,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37097,37097,846EHMA722,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37103,37103,846GYDA300,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37104,37104,846JVTB705,LimeLight,18,120.05999999999996,1,2,0,2,4,Mid-Value
37105,37105,846KCOA031,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37108,37108,846LGZN580,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37110,37110,846MDAZ241,LimeLight,0,100.04,1,2,0,1,3,Mid-Value
37111,37111,846MQHV217,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37117,37117,846PXRR104,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37118,37118,846QGCK616,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37119,37119,846RKSL883,LimeLight,0,76.37,2,2,1,1,4,Mid-Value
37133,37133,847COLO212,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37134,37134,847DPAA108,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37135,37135,847DSSE748,LimeLight,0,20.01,1,2,0,0,2,Low-Value
37145,37145,847KPSS676,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37151,37151,847MOYO646,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37165,37165,847VCMJ623,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37173,37173,848DNIJ730,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37176,37176,848EMSC591,LimeLight,116,40.02000000000004,1,0,0,0,0,Low-Value
37177,37177,848ENXU008,LimeLight,175,0.0,1,0,0,0,0,Low-Value
37178,37178,848EUPU297,LimeLight,0,60.0,1,2,0,0,2,Low-Value
37184,37184,848FWVB808,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
37185,37185,848GPSN582,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37187,37187,848GQSZ044,LimeLight,0,140.0,2,2,1,2,5,High-Value
37192,37192,848LEPO092,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37196,37196,848NHPG173,LimeLight,0,48.010000000000005,1,2,0,0,2,Low-Value
37200,37200,848QEBB854,LimeLight,0,68.95,2,2,1,1,4,Mid-Value
37209,37209,848YRKE064,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
37214,37214,849DQDL610,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37215,37215,849DRDQ661,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37222,37222,849IRGW488,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37227,37227,849LIGU192,LimeLight,0,140.0,2,2,1,2,5,High-Value
37235,37235,849QLUM465,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37236,37236,849REKK869,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37239,37239,849UNIX226,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37243,37243,849VHZB988,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37244,37244,849VQOH318,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37251,37251,850AZHO912,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37254,37254,850CAOX500,LimeLight,0,39.96,1,2,0,0,2,Low-Value
37255,37255,850CBLA325,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
37262,37262,850GLZU155,LimeLight,0,60.0,1,2,0,0,2,Low-Value
37264,37264,850IHOO009,LimeLight,20,75.37,1,2,0,1,3,Mid-Value
37265,37265,850KOGV690,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37267,37267,850MZKI798,LimeLight,95,59.96999999999997,1,1,0,0,1,Low-Value
37268,37268,850NVGG826,LimeLight,0,140.14,2,2,1,2,5,High-Value
37274,37274,850QWXO431,LimeLight,126,40.0,2,0,1,0,1,Low-Value
37277,37277,850TBKV556,LimeLight,0,19.99,1,2,0,0,2,Low-Value
37278,37278,850TSSB664,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37280,37280,850UAGE724,LimeLight,127,20.0,2,0,1,0,1,Low-Value
37289,37289,851AEIZ439,LimeLight,0,140.0,2,2,1,2,5,High-Value
37292,37292,851CBIA421,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37298,37298,851FZLE607,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37302,37302,851GNED032,LimeLight,29,80.0,3,2,2,1,5,High-Value
37309,37309,851LSKA385,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
37314,37314,851NZNX791,LimeLight,0,49.26,1,2,0,0,2,Low-Value
37319,37319,851RGGA295,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
37320,37320,851SZSN973,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37321,37321,851ULHW280,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37333,37333,851ZXEN718,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37339,37339,852BTOA460,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37342,37342,852DNUI262,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37345,37345,852GLHU327,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
37352,37352,852MIIM452,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37354,37354,852ODKT292,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37356,37356,852OYGA085,LimeLight,0,100.0,2,2,1,1,4,Mid-Value
37361,37361,852QQZZ301,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37365,37365,852TOKV077,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
37366,37366,852UNBN194,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37372,37372,852VUMZ745,LimeLight,0,80.02,2,2,1,1,4,Mid-Value
37373,37373,852WTCZ527,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37376,37376,852ZCWY027,LimeLight,46,99.95000000000002,1,1,0,1,2,Low-Value
37379,37379,853AQJI452,LimeLight,173,20.00999999999999,1,0,0,0,0,Low-Value
37383,37383,853CVUQ513,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
37387,37387,853FKHK842,LimeLight,0,180.06,1,2,0,2,4,Mid-Value
37388,37388,853GDRT091,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37389,37389,853GLTV464,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37393,37393,853KFGO277,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37399,37399,853KYUZ431,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37400,37400,853KZMM491,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37405,37405,853PKVS654,LimeLight,82,135.93000000000004,1,1,0,2,3,Mid-Value
37413,37413,853THYY331,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37414,37414,853UBXY228,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37418,37418,853UWQI232,LimeLight,0,79.98,2,2,1,1,4,Mid-Value
37425,37425,853YMBO519,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37429,37429,854AJSP594,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37432,37432,854CRAG807,LimeLight,80,40.0,2,1,1,0,2,Low-Value
37443,37443,854IAUT284,LimeLight,0,60.0,1,2,0,0,2,Low-Value
37447,37447,854KGHA836,LimeLight,69,80.01,1,1,0,1,2,Low-Value
37451,37451,854QGDW774,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37452,37452,854QKCB269,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
37454,37454,854RQJS091,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37459,37459,854TRVG796,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
37462,37462,854URGC650,LimeLight,0,60.0,1,2,0,0,2,Low-Value
37470,37470,854XVAT229,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
37480,37480,855CWOO956,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37481,37481,855FAJI914,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37483,37483,855FYML930,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37484,37484,855GOYD289,LimeLight,68,32.8,1,1,0,0,1,Low-Value
37485,37485,855GRKT834,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37487,37487,855IRXF518,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37489,37489,855JTEW161,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37491,37491,855KYSS900,LimeLight,70,159.92,1,1,0,2,3,Mid-Value
37493,37493,855LWIJ167,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37495,37495,855MLAK190,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37496,37496,855NIOR512,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37498,37498,855OAFT284,LimeLight,147,67.56999999999998,1,0,0,1,1,Low-Value
37501,37501,855PHRM996,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37507,37507,855ROUR322,LimeLight,0,79.99,3,2,2,1,5,High-Value
37511,37511,855TJUB707,LimeLight,0,85.5,2,2,1,1,4,Mid-Value
37518,37518,855VKQR861,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37520,37520,855XGKL870,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37530,37530,856BMAB582,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37531,37531,856BPHK788,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37532,37532,856CSRM827,LimeLight,0,81.48,1,2,0,1,3,Mid-Value
37537,37537,856GQWO600,LimeLight,0,80.08,1,2,0,1,3,Mid-Value
37548,37548,856OYWC359,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37552,37552,856WMKT199,LimeLight,94,0.0,2,1,1,0,2,Low-Value
37555,37555,856XJGO095,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
37559,37559,856YNUT940,LimeLight,95,59.97,1,1,0,0,1,Low-Value
37568,37568,857HRJR385,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37577,37577,857MDLM368,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37582,37582,857NKBX135,LimeLight,0,80.02,2,2,1,1,4,Mid-Value
37589,37589,857PKZV181,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37591,37591,857QAJQ984,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37594,37594,857SADL180,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37598,37598,857TPYL722,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37599,37599,857TSGU592,LimeLight,111,60.0,1,0,0,0,0,Low-Value
37601,37601,857UWRC310,LimeLight,0,79.99,3,2,2,1,5,High-Value
37603,37603,857WSWH435,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37604,37604,857XBKN946,LimeLight,30,80.02,1,2,0,1,3,Mid-Value
37609,37609,857YYRK857,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37613,37613,857ZSJM546,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
37619,37619,858DIFY749,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37630,37630,858MBSP071,LimeLight,9,119.94,1,2,0,2,4,Mid-Value
37634,37634,858MSTL072,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37638,37638,858OTSG139,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37639,37639,858PVHH326,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
37640,37640,858RLNU382,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37641,37641,858TIMS381,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37653,37653,858WSGC251,LimeLight,43,80.0,1,1,0,1,2,Low-Value
37655,37655,858YCCV766,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37657,37657,858ZFGC007,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37661,37661,859AOZP888,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
37662,37662,859BGAQ003,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37665,37665,859CDAO506,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
37667,37667,859DVLR248,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37672,37672,859FKRV674,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
37674,37674,859GOKL815,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37675,37675,859HRZY108,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
37680,37680,859IPTF044,LimeLight,0,39.98,1,2,0,0,2,Low-Value
37681,37681,859JRJG163,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37687,37687,859NOUS684,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
37689,37689,859PUAT273,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
37692,37692,859QTPL717,LimeLight,0,140.0,2,2,1,2,5,High-Value
37702,37702,859WSEN362,LimeLight,88,79.93,1,1,0,1,2,Low-Value
37704,37704,859XOVE711,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37709,37709,860BFOL058,LimeLight,20,276.96000000000004,1,2,0,3,5,High-Value
37711,37711,860COPU761,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37723,37723,860FFQK550,LimeLight,0,140.0,2,2,1,2,5,High-Value
37724,37724,860FPWL890,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
37725,37725,860GFDX005,LimeLight,0,89.78999999999998,1,2,0,1,3,Mid-Value
37726,37726,860GODL744,LimeLight,131,0.0,1,0,0,0,0,Low-Value
37727,37727,860GRDZ418,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37732,37732,860JUTG044,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
37733,37733,860JXFG317,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
37735,37735,860LVAX707,LimeLight,0,79.92,1,2,0,1,3,Mid-Value
37740,37740,860PSDK804,LimeLight,0,120.06,1,2,0,2,4,Mid-Value
37741,37741,860QAUW625,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
37744,37744,860REAB271,LimeLight,0,99.95,2,2,1,1,4,Mid-Value
37749,37749,860SDDM631,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
37753,37753,860TNYR420,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
37754,37754,860UBYO714,LimeLight,0,237.01,1,2,0,3,5,High-Value
37758,37758,860WLJM823,LimeLight,0,20.02,1,2,0,0,2,Low-Value
