,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
23669,702GQZU607,LimeLight,39,80.03,1,2,0,1,3,Mid-Value
23670,702HKAK484,LimeLight,168,120.06,1,0,0,2,2,Low-Value
23675,702JBSJ667,LimeLight,16,120.06,1,2,0,2,4,Mid-Value
23676,702JCHW343,LimeLight,106,79.98,1,1,0,1,2,Low-Value
23681,702MFUN329,LimeLight,89,80.0,1,1,0,1,2,Low-Value
23692,702TCQH652,LimeLight,15,78.7,1,2,0,1,3,Mid-Value
23695,702WEPQ512,LimeLight,72,60.03,1,1,0,1,2,Low-Value
23701,702YCCO185,LimeLight,68,120.09,2,1,1,2,4,Mid-Value
23704,702YLSB147,LimeLight,97,67.94,1,1,0,1,2,Low-Value
23708,702YTJL892,LimeLight,125,80.01,2,0,1,1,2,Low-Value
23709,702YYOL229,LimeLight,107,60.03,1,1,0,1,2,Low-Value
23710,702ZCZG539,LimeLight,58,26.46,1,1,0,0,1,Low-Value
23713,702ZTRM690,LimeLight,166,80.0,1,0,0,1,1,Low-Value
23715,702ZZQY018,LimeLight,93,60.03,1,1,0,1,2,Low-Value
23723,703GIBR781,LimeLight,100,59.97,1,1,0,1,2,Low-Value
23732,703PKNO122,LimeLight,75,80.0,2,1,1,1,3,Mid-Value
23738,703XVVM485,LimeLight,157,55.08,2,0,1,1,2,Low-Value
23740,703YANE107,LimeLight,90,60.0,1,1,0,1,2,Low-Value
23747,704DNPN678,LimeLight,11,120.0,1,2,0,2,4,Mid-Value
23748,704DOAB509,LimeLight,36,80.01,1,2,0,1,3,Mid-Value
23750,704MOSV832,LimeLight,99,80.01,1,1,0,1,2,Low-Value
23751,704MXLJ675,LimeLight,66,64.77,1,1,0,1,2,Low-Value
23757,704PGVN395,LimeLight,30,99.95,1,2,0,2,4,Mid-Value
23758,704PQFJ294,LimeLight,133,80.0,1,0,0,1,1,Low-Value
23767,704XXJD145,LimeLight,14,18.04,1,2,0,0,2,Low-Value
23773,705CBJJ399,LimeLight,21,34.24,1,2,0,0,2,Low-Value
23776,705EQGQ973,LimeLight,164,120.0,1,0,0,2,2,Low-Value
23794,705WKRD569,LimeLight,34,78.49,1,2,0,1,3,Mid-Value
23796,705WSDD416,LimeLight,142,100.0,2,0,1,2,3,Mid-Value
23801,705ZSZU625,LimeLight,123,80.0,1,0,0,1,1,Low-Value
23802,706AFXQ505,LimeLight,4,99.91,1,2,0,2,4,Mid-Value
23810,706JGLG735,LimeLight,109,74.6,1,1,0,1,2,Low-Value
23812,706KIAA191,LimeLight,35,40.0,1,2,0,0,2,Low-Value
23817,706PQTX465,LimeLight,142,100.0,1,0,0,2,2,Low-Value
23824,706TTOF216,LimeLight,45,100.05,2,2,1,2,5,High-Value
23828,706WRBW926,LimeLight,141,80.0,1,0,0,1,1,Low-Value
23834,707ASLG209,LimeLight,140,100.05,1,0,0,2,2,Low-Value
23835,707CGPU195,LimeLight,0,0.0,1,2,0,0,2,Low-Value
23844,707OYGI512,LimeLight,26,19.99,1,2,0,0,2,Low-Value
23847,708AUNO668,LimeLight,138,79.99,1,0,0,1,1,Low-Value
23850,708CMPN139,LimeLight,62,100.06,1,1,0,2,3,Mid-Value
23853,708FHFK279,LimeLight,63,37.86,1,1,0,0,1,Low-Value
23855,708FSSA810,LimeLight,39,39.98,1,2,0,0,2,Low-Value
23861,708IFQV351,LimeLight,18,27.2,1,2,0,0,2,Low-Value
23866,708MBMP438,LimeLight,173,20.0,1,0,0,0,0,Low-Value
23867,708PPBL465,LimeLight,100,43.72,1,1,0,0,1,Low-Value
23870,708UUBP076,LimeLight,98,79.96,2,1,1,1,3,Mid-Value
23875,708YHSU134,LimeLight,15,51.7,1,2,0,1,3,Mid-Value
23879,709DBXC868,LimeLight,23,120.12,1,2,0,2,4,Mid-Value
23881,709DVZD802,LimeLight,56,120.03,1,2,0,2,4,Mid-Value
23886,709JKEF559,LimeLight,75,80.04,1,1,0,1,2,Low-Value
23891,709LTRL219,LimeLight,69,25.92,1,1,0,0,1,Low-Value
23893,709OTWF205,LimeLight,179,58.62,1,0,0,1,1,Low-Value
23895,709RSLP290,LimeLight,94,60.03,1,1,0,1,2,Low-Value
23896,709SECI624,LimeLight,37,40.02,1,2,0,0,2,Low-Value
23899,709VDKY812,LimeLight,118,80.0,1,1,0,1,2,Low-Value
23907,710BAGP103,LimeLight,73,60.06,1,1,0,1,2,Low-Value
23912,710EBGZ165,LimeLight,113,36.68,1,1,0,0,1,Low-Value
23915,710EXTE370,LimeLight,166,19.99,1,0,0,0,0,Low-Value
23924,710JPGU075,LimeLight,36,40.02,2,2,1,0,3,Mid-Value
23928,710MIAG224,LimeLight,149,80.0,1,0,0,1,1,Low-Value
23936,710XKDE874,LimeLight,23,60.0,1,2,0,1,3,Mid-Value
23940,710ZEJG598,LimeLight,58,21.76,1,1,0,0,1,Low-Value
23943,710ZIDC306,LimeLight,51,140.04000000000002,3,2,2,3,7,High-Value
23946,711BCNM383,LimeLight,134,99.95,1,0,0,2,2,Low-Value
23949,711CBWP421,LimeLight,44,13.42,1,2,0,0,2,Low-Value
23950,711EZMO759,LimeLight,84,80.0,1,1,0,1,2,Low-Value
23955,711HSKP202,LimeLight,14,120.0,1,2,0,2,4,Mid-Value
23957,711IZHA285,LimeLight,71,139.99,1,1,0,3,4,Mid-Value
23962,711LCVD928,LimeLight,33,60.0,1,2,0,1,3,Mid-Value
23969,711TKBR071,LimeLight,175,120.06,2,0,1,2,3,Mid-Value
23974,711XOIU477,LimeLight,153,120.06,2,0,1,2,3,Mid-Value
23977,711YHSE805,LimeLight,178,80.01,1,0,0,1,1,Low-Value
23978,711YPGU778,LimeLight,89,31.8,1,1,0,0,1,Low-Value
23983,712DKVW335,LimeLight,45,40.04,1,2,0,0,2,Low-Value
23984,712EPFH788,LimeLight,76,79.96,1,1,0,1,2,Low-Value
23987,712EYUG117,LimeLight,2,120.06,1,2,0,2,4,Mid-Value
23991,712IOLE344,LimeLight,166,48.17999999999999,1,0,0,1,1,Low-Value
23993,712IWHX186,LimeLight,1,19.99,1,2,0,0,2,Low-Value
23994,712JJKJ818,LimeLight,164,119.94,1,0,0,2,2,Low-Value
23996,712NGBM412,LimeLight,24,100.02,1,2,0,2,4,Mid-Value
23999,712PDQH904,LimeLight,137,79.99,1,0,0,1,1,Low-Value
24001,712SQNU181,LimeLight,121,100.0,1,0,0,2,2,Low-Value
24005,712VRGC483,LimeLight,75,40.0,1,1,0,0,1,Low-Value
24008,712XKOI291,LimeLight,162,80.0,1,0,0,1,1,Low-Value
24011,713DLMK856,LimeLight,135,48.1,1,0,0,1,1,Low-Value
24020,713LIKI660,LimeLight,107,80.04,1,1,0,1,2,Low-Value
24021,713MRDD171,LimeLight,68,67.76,1,1,0,1,2,Low-Value
24030,713WMVJ887,LimeLight,16,120.0,1,2,0,2,4,Mid-Value
24035,714AAOR786,LimeLight,82,79.99,1,1,0,1,2,Low-Value
24042,714BYVO471,LimeLight,115,80.0,1,1,0,1,2,Low-Value
24044,714ENLX052,LimeLight,15,19.99,1,2,0,0,2,Low-Value
24047,714LRND061,LimeLight,119,40.02,1,0,0,0,0,Low-Value
24051,714ROVK085,LimeLight,163,80.0,1,0,0,1,1,Low-Value
24056,714TCES355,LimeLight,76,60.03,2,1,1,1,3,Mid-Value
24061,714ZTNM429,LimeLight,167,80.0,2,0,1,1,2,Low-Value
24066,715AOJA338,LimeLight,59,40.0,1,1,0,0,1,Low-Value
24069,715FLKF982,LimeLight,103,79.98,1,1,0,1,2,Low-Value
24076,715IYAP104,LimeLight,58,40.0,1,1,0,0,1,Low-Value
24079,715JEUA383,LimeLight,73,60.03,2,1,1,1,3,Mid-Value
24080,715KEAS320,LimeLight,63,59.94,1,1,0,1,2,Low-Value
24082,715NAFH012,LimeLight,67,120.03,1,1,0,2,3,Mid-Value
24087,715SCPJ340,LimeLight,107,33.6,1,1,0,0,1,Low-Value
24090,715SOZP123,LimeLight,83,80.0,1,1,0,1,2,Low-Value
24094,715UDJR166,LimeLight,141,80.0,2,0,1,1,2,Low-Value
24095,715UODE277,LimeLight,63,80.02,1,1,0,1,2,Low-Value
24102,715ZGAT716,LimeLight,163,120.0,1,0,0,2,2,Low-Value
24103,716ANQF606,LimeLight,151,85.32000000000001,1,0,0,1,1,Low-Value
24107,716CKHG381,LimeLight,84,100.01,1,1,0,2,3,Mid-Value
24108,716CKZM789,LimeLight,64,60.03,1,1,0,1,2,Low-Value
24110,716DGFF279,LimeLight,8,59.99,1,2,0,1,3,Mid-Value
24113,716HOAG263,LimeLight,16,20.0,1,2,0,0,2,Low-Value
24121,716OVZK763,LimeLight,53,60.02,1,2,0,1,3,Mid-Value
24123,716RDGY929,LimeLight,150,36.65,1,0,0,0,0,Low-Value
24125,716WJGZ039,LimeLight,172,120.06,1,0,0,2,2,Low-Value
24132,717AGXQ586,LimeLight,70,60.0,1,1,0,1,2,Low-Value
24136,717CWQF090,LimeLight,92,60.03,1,1,0,1,2,Low-Value
24145,717GNYS838,LimeLight,74,59.97,1,1,0,1,2,Low-Value
24147,717HFDS395,LimeLight,146,100.05,1,0,0,2,2,Low-Value
24148,717HOGA741,LimeLight,38,29.8,1,2,0,0,2,Low-Value
24151,717LGLJ766,LimeLight,166,120.0,1,0,0,2,2,Low-Value
24153,717LTUX796,LimeLight,83,59.97,1,1,0,1,2,Low-Value
24156,717MTSJ850,LimeLight,6,32.099999999999994,1,2,0,0,2,Low-Value
24158,717RUKW794,LimeLight,62,59.97,2,1,1,1,3,Mid-Value
24161,717SYBE179,LimeLight,37,55.83,1,2,0,1,3,Mid-Value
24170,717XHOC521,LimeLight,116,59.97,2,1,1,1,3,Mid-Value
24186,718GPKL708,LimeLight,120,25.57,2,0,1,0,1,Low-Value
24190,718HZYW459,LimeLight,103,80.04,1,1,0,1,2,Low-Value
24193,718KHFK899,LimeLight,154,107.04,1,0,0,2,2,Low-Value
24204,718PBKW494,LimeLight,25,119.94,2,2,1,2,5,High-Value
24212,718ZAEJ289,LimeLight,46,40.02,1,2,0,0,2,Low-Value
24213,718ZBER916,LimeLight,147,80.01,1,0,0,1,1,Low-Value
24220,719LJQB532,LimeLight,180,99.18,1,0,0,2,2,Low-Value
24224,719OHYS322,LimeLight,106,69.92,1,1,0,1,2,Low-Value
24233,720CGJT921,LimeLight,50,40.04,1,2,0,0,2,Low-Value
24235,720DGYV413,LimeLight,163,80.02,2,0,1,1,2,Low-Value
24238,720ENFA302,LimeLight,148,40.02,1,0,0,0,0,Low-Value
24241,720HQRM031,LimeLight,163,79.99,1,0,0,1,1,Low-Value
24244,720IMZC364,LimeLight,25,120.0,1,2,0,2,4,Mid-Value
24247,720JTPC674,LimeLight,114,60.08,1,1,0,1,2,Low-Value
24251,720MYSK821,LimeLight,38,83.98,1,2,0,1,3,Mid-Value
24252,720NFRQ180,LimeLight,2,120.0,1,2,0,2,4,Mid-Value
24253,720NSYC203,LimeLight,84,80.0,1,1,0,1,2,Low-Value
24254,720OGVH509,LimeLight,142,80.0,1,0,0,1,1,Low-Value
24256,720PVWC388,LimeLight,48,100.1,1,2,0,2,4,Mid-Value
24257,720SKKW464,LimeLight,8,19.99,1,2,0,0,2,Low-Value
24259,720TUEK379,LimeLight,100,60.03,1,1,0,1,2,Low-Value
24260,720VJDC169,LimeLight,138,99.95,1,0,0,2,2,Low-Value
24261,720VLBK235,LimeLight,103,79.98,1,1,0,1,2,Low-Value
24262,720VZYV228,LimeLight,54,100.0,1,2,0,2,4,Mid-Value
24265,720XIHO871,LimeLight,87,59.97,1,1,0,1,2,Low-Value
24267,720YCYY199,LimeLight,94,80.0,2,1,1,1,3,Mid-Value
24282,721JWDH672,LimeLight,80,80.0,1,1,0,1,2,Low-Value
24288,721LSTH335,LimeLight,94,39.72,2,1,1,0,2,Low-Value
24291,721QZFC181,LimeLight,85,60.0,1,1,0,1,2,Low-Value
24294,721UADJ248,LimeLight,164,20.0,2,0,1,0,1,Low-Value
24299,721VZPR994,LimeLight,8,20.0,1,2,0,0,2,Low-Value
24305,721ZTSY851,LimeLight,176,120.0,1,0,0,2,2,Low-Value
24307,722BMYQ537,LimeLight,100,115.22,1,1,0,2,3,Mid-Value
24308,722DIIP092,LimeLight,167,120.12,1,0,0,2,2,Low-Value
24310,722ENRN718,LimeLight,139,80.01,1,0,0,1,1,Low-Value
24311,722EPHI132,LimeLight,69,60.0,1,1,0,1,2,Low-Value
24316,722HRXQ721,LimeLight,46,80.0,1,2,0,1,3,Mid-Value
24318,722IBMB114,LimeLight,164,119.94,1,0,0,2,2,Low-Value
24322,722IYZF651,LimeLight,122,50.38,2,0,1,1,2,Low-Value
24324,722JMLZ352,LimeLight,166,120.0,1,0,0,2,2,Low-Value
24325,722JTON856,LimeLight,32,115.3,1,2,0,2,4,Mid-Value
24327,722KIWN957,LimeLight,144,39.98,2,0,1,0,1,Low-Value
24336,722QCYX653,LimeLight,177,80.01,1,0,0,1,1,Low-Value
24343,722XRGL021,LimeLight,64,80.02,1,1,0,1,2,Low-Value
24352,723GDCK312,LimeLight,140,52.3,1,0,0,1,1,Low-Value
24359,723ONYV072,LimeLight,2,20.01,1,2,0,0,2,Low-Value
24363,723RYMH426,LimeLight,156,20.01,3,0,2,0,2,Low-Value
24365,723TJDZ178,LimeLight,162,80.0,1,0,0,1,1,Low-Value
24370,723YPWY357,LimeLight,9,20.0,2,2,1,0,3,Mid-Value
24371,723ZBSP836,LimeLight,54,99.95,1,2,0,2,4,Mid-Value
24372,723ZIUJ524,LimeLight,40,99.95,1,2,0,2,4,Mid-Value
24374,724BFYX892,LimeLight,46,80.01,1,2,0,1,3,Mid-Value
24377,724EVCK670,LimeLight,19,60.02,1,2,0,1,3,Mid-Value
24381,724ISIX650,LimeLight,3,60.03,1,2,0,1,3,Mid-Value
24383,724NEUW011,LimeLight,10,20.01,1,2,0,0,2,Low-Value
24384,724NEYP297,LimeLight,120,20.0,1,0,0,0,0,Low-Value
24390,724SPCZ349,LimeLight,79,79.98,2,1,1,1,3,Mid-Value
24391,724USYC777,LimeLight,141,99.95,1,0,0,2,2,Low-Value
24392,724VRNI347,LimeLight,57,99.95,1,2,0,2,4,Mid-Value
24395,724YVGM729,LimeLight,109,46.76,1,1,0,1,2,Low-Value
24396,725CVTF135,LimeLight,151,42.55,1,0,0,0,0,Low-Value
24398,725DDFD769,LimeLight,31,100.05,2,2,1,2,5,High-Value
24399,725DKFY461,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
24404,725GXBW155,LimeLight,176,120.06,1,0,0,2,2,Low-Value
24410,725LRSD198,LimeLight,25,120.0,1,2,0,2,4,Mid-Value
24411,725LVWL211,LimeLight,82,60.0,1,1,0,1,2,Low-Value
24413,725NECG291,LimeLight,2,119.94,1,2,0,2,4,Mid-Value
24414,725NGSE189,LimeLight,19,120.0,1,2,0,2,4,Mid-Value
24435,726CPJE546,LimeLight,45,18.52,1,2,0,0,2,Low-Value
24437,726EAFN282,LimeLight,37,100.05,1,2,0,2,4,Mid-Value
24440,726FUQH574,LimeLight,77,18.63,1,1,0,0,1,Low-Value
24442,726GYYO463,LimeLight,27,40.03,1,2,0,0,2,Low-Value
24444,726HAPY924,LimeLight,175,80.02,1,0,0,1,1,Low-Value
24448,726NEQT081,LimeLight,94,80.01,2,1,1,1,3,Mid-Value
24452,726PQXW578,LimeLight,11,120.06,1,2,0,2,4,Mid-Value
24453,726PRTJ010,LimeLight,90,60.0,1,1,0,1,2,Low-Value
24459,726TDFF044,LimeLight,76,59.97,1,1,0,1,2,Low-Value
24466,726WKGI094,LimeLight,11,62.51,1,2,0,1,3,Mid-Value
24471,727CWTG047,LimeLight,135,99.95,1,0,0,2,2,Low-Value
24483,727NZOY584,LimeLight,131,99.95,2,0,1,2,3,Mid-Value
24484,727OSZK799,LimeLight,1,20.0,1,2,0,0,2,Low-Value
24491,727UICZ717,LimeLight,10,59.66,1,2,0,1,3,Mid-Value
24494,727VDTD220,LimeLight,133,55.0,1,0,0,1,1,Low-Value
24497,727XIMC355,LimeLight,72,43.56,1,1,0,0,1,Low-Value
24501,728AOQD683,LimeLight,8,160.03,1,2,0,3,5,High-Value
24502,728CUJG436,LimeLight,37,10.1,1,2,0,0,2,Low-Value
24504,728EAAH766,LimeLight,90,80.0,1,1,0,1,2,Low-Value
24505,728ETKN999,LimeLight,146,100.05,1,0,0,2,2,Low-Value
24507,728FIUE669,LimeLight,30,80.0,1,2,0,1,3,Mid-Value
24517,728OUBJ844,LimeLight,111,80.04,2,1,1,1,3,Mid-Value
24520,728OYPL417,LimeLight,88,112.86,3,1,2,2,5,High-Value
24528,728WLJC628,LimeLight,72,42.69,1,1,0,0,1,Low-Value
24529,728WMUY709,LimeLight,46,39.96,1,2,0,0,2,Low-Value
24535,729BEQW350,LimeLight,68,80.08,1,1,0,1,2,Low-Value
24538,729CQSI285,LimeLight,126,80.0,2,0,1,1,2,Low-Value
24544,729FJLN396,LimeLight,146,100.05,1,0,0,2,2,Low-Value
24547,729GVIY697,LimeLight,98,80.0,1,1,0,1,2,Low-Value
24548,729IWJQ390,LimeLight,144,99.95,1,0,0,2,2,Low-Value
24549,729JINS498,LimeLight,146,40.0,1,0,0,0,0,Low-Value
24550,729JXJE448,LimeLight,153,120.0,1,0,0,2,2,Low-Value
24554,729OQKL846,LimeLight,52,40.0,1,2,0,0,2,Low-Value
24557,729RUXC997,LimeLight,103,60.0,1,1,0,1,2,Low-Value
24559,729SZBT136,LimeLight,90,60.0,2,1,1,1,3,Mid-Value
24561,729UUIY894,LimeLight,16,19.99,1,2,0,0,2,Low-Value
24563,729VJLS725,LimeLight,28,80.02,1,2,0,1,3,Mid-Value
24564,729VJWH125,LimeLight,156,20.02,1,0,0,0,0,Low-Value
24567,729WBPE262,LimeLight,32,99.95,1,2,0,2,4,Mid-Value
24571,729WPMB812,LimeLight,173,80.0,2,0,1,1,2,Low-Value
24575,729YGAK217,LimeLight,94,31.16,1,1,0,0,1,Low-Value
24578,729ZVJA662,LimeLight,151,80.01,1,0,0,1,1,Low-Value
24585,730IDEV005,LimeLight,43,100.0,1,2,0,2,4,Mid-Value
24593,730PDRV909,LimeLight,132,160.02,1,0,0,3,3,Mid-Value
24605,730YUAF212,LimeLight,69,35.69,1,1,0,0,1,Low-Value
24606,731ADHG956,LimeLight,14,54.510000000000005,1,2,0,1,3,Mid-Value
24608,731AKAS960,LimeLight,124,100.1,1,0,0,2,2,Low-Value
24614,731JIWC552,LimeLight,67,79.96,1,1,0,1,2,Low-Value
24619,731LNSI118,LimeLight,109,61.16,1,1,0,1,2,Low-Value
24623,731NNZJ469,LimeLight,148,73.4,1,0,0,1,1,Low-Value
24628,731RHIK810,LimeLight,148,39.98,2,0,1,0,1,Low-Value
24631,731UHLS020,LimeLight,62,80.0,1,1,0,1,2,Low-Value
24635,731VUBG539,LimeLight,171,20.0,2,0,1,0,1,Low-Value
24637,731YFGR168,LimeLight,100,51.79,1,1,0,1,2,Low-Value
24640,731ZLUO863,LimeLight,121,39.98,2,0,1,0,1,Low-Value
24643,732AHIN090,LimeLight,133,80.01,1,0,0,1,1,Low-Value
24644,732BKAH384,LimeLight,51,15.52,1,2,0,0,2,Low-Value
24651,732HRTM055,LimeLight,93,52.0,1,1,0,1,2,Low-Value
24652,732IBPB106,LimeLight,120,40.0,1,0,0,0,0,Low-Value
24660,732MZQD039,LimeLight,136,80.0,1,0,0,1,1,Low-Value
24663,732OPWM159,LimeLight,84,80.0,1,1,0,1,2,Low-Value
24667,732WRAD824,LimeLight,162,107.94,1,0,0,2,2,Low-Value
24670,732YQNC701,LimeLight,112,79.96,1,1,0,1,2,Low-Value
24674,733EWNP502,LimeLight,166,80.01,1,0,0,1,1,Low-Value
24676,733GEQV259,LimeLight,173,93.48,1,0,0,2,2,Low-Value
24687,733QWUP704,LimeLight,109,70.57,1,1,0,1,2,Low-Value
24693,733VDQJ024,LimeLight,148,79.99,1,0,0,1,1,Low-Value
24694,733WEAI546,LimeLight,34,39.98,1,2,0,0,2,Low-Value
24697,733YJWB911,LimeLight,89,80.0,1,1,0,1,2,Low-Value
24699,733ZJEV261,LimeLight,30,20.0,1,2,0,0,2,Low-Value
24702,734BVFP011,LimeLight,91,75.84,1,1,0,1,2,Low-Value
24715,734JVRH554,LimeLight,138,99.95,1,0,0,2,2,Low-Value
24717,734KVHW966,LimeLight,84,60.03,2,1,1,1,3,Mid-Value
24725,734OKUV872,LimeLight,68,140.01,1,1,0,3,4,Mid-Value
24726,734OVRD829,LimeLight,18,20.0,1,2,0,0,2,Low-Value
24728,734QQJC047,LimeLight,45,80.64999999999999,1,2,0,1,3,Mid-Value
24736,734XSST202,LimeLight,24,15.61,1,2,0,0,2,Low-Value
24749,735GCDL245,LimeLight,158,120.12,1,0,0,2,2,Low-Value
24750,735IVFF500,LimeLight,108,59.94,1,1,0,1,2,Low-Value
24765,735SQKA681,LimeLight,13,119.94,1,2,0,2,4,Mid-Value
24768,735XFQN633,LimeLight,170,20.0,1,0,0,0,0,Low-Value
24769,735YZEW510,LimeLight,52,50.12,1,2,0,1,3,Mid-Value
24775,736EJOW042,LimeLight,138,99.5,1,0,0,2,2,Low-Value
24776,736GFXL186,LimeLight,58,18.98,1,1,0,0,1,Low-Value
24779,736HLEP189,LimeLight,168,20.03,3,0,2,0,2,Low-Value
24782,736HXFP964,LimeLight,1,120.0,1,2,0,2,4,Mid-Value
24783,736ITVW195,LimeLight,129,100.0,1,0,0,2,2,Low-Value
24786,736UNYR780,LimeLight,40,40.02,1,2,0,0,2,Low-Value
24794,737BVIJ192,LimeLight,32,100.05,1,2,0,2,4,Mid-Value
24799,737GFHK321,LimeLight,137,84.1,1,0,0,1,1,Low-Value
24803,737IVIQ087,LimeLight,26,92.3,1,2,0,2,4,Mid-Value
24821,738EQHD976,LimeLight,23,80.01,1,2,0,1,3,Mid-Value
24822,738FIJB831,LimeLight,30,19.99,1,2,0,0,2,Low-Value
24824,738HICW233,LimeLight,48,19.99,1,2,0,0,2,Low-Value
24829,738IKRS169,LimeLight,157,80.01,1,0,0,1,1,Low-Value
24831,738KEQV022,LimeLight,39,59.77,1,2,0,1,3,Mid-Value
24832,738KFLO455,LimeLight,166,20.0,1,0,0,0,0,Low-Value
24835,738LFNO607,LimeLight,34,80.0,1,2,0,1,3,Mid-Value
24838,738LLPA265,LimeLight,62,80.01,1,1,0,1,2,Low-Value
24839,738LMVW449,LimeLight,166,80.01,1,0,0,1,1,Low-Value
24841,738NTBA767,LimeLight,180,119.88,2,0,1,2,3,Mid-Value
24848,738TZPT207,LimeLight,94,54.81,1,1,0,1,2,Low-Value
24849,738UXBJ385,LimeLight,175,26.1,1,0,0,0,0,Low-Value
24851,738WNYY162,LimeLight,145,39.98,1,0,0,0,0,Low-Value
24856,738YZLE964,LimeLight,95,80.08,1,1,0,1,2,Low-Value
24858,738ZGPT083,LimeLight,31,99.95,2,2,1,2,5,High-Value
24860,739AEFM528,LimeLight,75,80.04,3,1,2,1,4,Mid-Value
24864,739BIEA343,LimeLight,154,20.01,1,0,0,0,0,Low-Value
24865,739DVNT654,LimeLight,134,79.99,1,0,0,1,1,Low-Value
24869,739GSRN901,LimeLight,105,79.99,1,1,0,1,2,Low-Value
24871,739HPBJ698,LimeLight,103,59.97,1,1,0,1,2,Low-Value
24872,739IBSX256,LimeLight,131,100.0,1,0,0,2,2,Low-Value
24875,739KOKH537,LimeLight,119,80.0,1,0,0,1,1,Low-Value
24879,739NBIG978,LimeLight,47,80.0,2,2,1,1,4,Mid-Value
24885,739TIIF743,LimeLight,83,59.97,1,1,0,1,2,Low-Value
24886,739VEBR950,LimeLight,45,159.99,1,2,0,3,5,High-Value
24894,739YCFJ795,LimeLight,92,60.0,2,1,1,1,3,Mid-Value
24899,740EIUD631,LimeLight,171,120.06,2,0,1,2,3,Mid-Value
24904,740FPIR081,LimeLight,28,20.01,1,2,0,0,2,Low-Value
24905,740FRGT373,LimeLight,176,120.06,1,0,0,2,2,Low-Value
24910,740JTCA360,LimeLight,53,79.99,1,2,0,1,3,Mid-Value
24918,740NAMC947,LimeLight,171,37.8,1,0,0,0,0,Low-Value
24928,740UTJO220,LimeLight,116,80.04,1,1,0,1,2,Low-Value
24929,740VLJZ511,LimeLight,144,180.05,1,0,0,3,3,Mid-Value
24935,741BEVW744,LimeLight,71,100.04,1,1,0,2,3,Mid-Value
24936,741EACW177,LimeLight,122,100.0,1,0,0,2,2,Low-Value
24939,741ENLZ493,LimeLight,74,79.92,3,1,2,1,4,Mid-Value
24941,741FHAM403,LimeLight,82,79.96,2,1,1,1,3,Mid-Value
24942,741FHFU095,LimeLight,83,60.03,1,1,0,1,2,Low-Value
24943,741FIBH010,LimeLight,59,39.96,1,1,0,0,1,Low-Value
24948,741JPCB353,LimeLight,150,20.01,1,0,0,0,0,Low-Value
24951,741KMIK555,LimeLight,121,99.9,1,0,0,2,2,Low-Value
24961,741XART499,LimeLight,144,53.46,1,0,0,1,1,Low-Value
24964,741ZCNV873,LimeLight,141,100.0,1,0,0,2,2,Low-Value
24969,742EFJZ795,LimeLight,122,100.0,1,0,0,2,2,Low-Value
24975,742LVXZ171,LimeLight,62,160.01,1,1,0,3,4,Mid-Value
24983,742UNJA222,LimeLight,7,80.01,1,2,0,1,3,Mid-Value
24987,742VWMS858,LimeLight,174,80.0,1,0,0,1,1,Low-Value
24997,743CVZH361,LimeLight,83,60.03,1,1,0,1,2,Low-Value
24998,743CYNG227,LimeLight,177,120.0,1,0,0,2,2,Low-Value
25002,743GQDE792,LimeLight,10,80.02,1,2,0,1,3,Mid-Value
25006,743OJSD524,LimeLight,39,59.96,1,2,0,1,3,Mid-Value
25007,743ORKK511,LimeLight,84,47.39,1,1,0,1,2,Low-Value
25013,743RXDK822,LimeLight,88,80.04,1,1,0,1,2,Low-Value
25014,743UPYA786,LimeLight,13,92.52,1,2,0,2,4,Mid-Value
25026,744DPEA006,LimeLight,38,99.95,1,2,0,2,4,Mid-Value
25036,744KPBE895,LimeLight,8,79.99,1,2,0,1,3,Mid-Value
25044,744RGMT338,LimeLight,96,80.0,1,1,0,1,2,Low-Value
25047,744RLAP842,LimeLight,31,80.0,2,2,1,1,4,Mid-Value
25051,744UTJI941,LimeLight,21,179.95999999999998,1,2,0,3,5,High-Value
25054,744WZIM466,LimeLight,15,79.97,1,2,0,1,3,Mid-Value
25055,744XRGT749,LimeLight,172,51.54,1,0,0,1,1,Low-Value
25056,744YBIX166,LimeLight,98,64.28,1,1,0,1,2,Low-Value
25060,745AKIC628,LimeLight,162,79.99,1,0,0,1,1,Low-Value
25061,745BEXH359,LimeLight,16,99.99,1,2,0,2,4,Mid-Value
25063,745CCGZ516,LimeLight,94,80.04,1,1,0,1,2,Low-Value
25067,745GFRT605,LimeLight,43,139.97,1,2,0,3,5,High-Value
25069,745GWYV278,LimeLight,91,60.0,1,1,0,1,2,Low-Value
25070,745HPMT853,LimeLight,98,80.01,1,1,0,1,2,Low-Value
25079,745PLJK197,LimeLight,45,40.02,1,2,0,0,2,Low-Value
25084,745ROGP035,LimeLight,98,40.8,1,1,0,0,1,Low-Value
25089,745WBIX435,LimeLight,84,80.02,1,1,0,1,2,Low-Value
25092,746AUAK461,LimeLight,148,99.95,1,0,0,2,2,Low-Value
25094,746BFDB410,LimeLight,100,80.0,1,1,0,1,2,Low-Value
25097,746FDWS549,LimeLight,114,80.0,1,1,0,1,2,Low-Value
25098,746FWEX490,LimeLight,152,80.01,1,0,0,1,1,Low-Value
25105,746PEHL806,LimeLight,82,60.0,1,1,0,1,2,Low-Value
25107,746QEBE472,LimeLight,132,100.05,1,0,0,2,2,Low-Value
