,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
114049,857UWRC310,Pulse,paid,monthly,8.0,2023-04-13,2023-04,True
114052,857XBKN946,LimeLight,expired,annual,80.02,2023-05-31,2023-05,True
114057,857XVWD800,ChillStream,expired,monthly,25.0,2023-01-19,2023-01,True
114058,857XVWD800,ChillStream,paid,annual,100.01,2023-05-25,2023-05,True
114062,857YXES774,CineQuest,paid,annual,60.0,2023-04-09,2023-04,True
114065,857YYRK857,LimeLight,paid,annual,80.01,2023-05-01,2023-05,True
114066,857YYSS337,Pulse,discounted,monthly,3.7,2023-06-22,2023-06,True
114072,857ZBBJ230,ChillStream,paid,monthly,25.02,2023-01-01,2023-01,True
114073,857ZBBJ230,ChillStream,expired,monthly,25.0,2023-06-27,2023-06,True
114088,858CEZC984,CineQuest,discounted,monthly,7.11,2023-01-31,2023-01,True
114089,858CEZC984,CineQuest,paid,monthly,12.02,2023-02-10,2023-02,True
114090,858CEZC984,CineQuest,expired,monthly,12.02,2023-03-07,2023-03,True
114098,858DNZL955,ChillStream,paid,monthly,24.99,2023-06-04,2023-06,True
114102,858ETLB586,ChillStream,expired,monthly,25.0,2023-06-27,2023-06,True
114113,858GAGF792,Pulse,paid,annual,50.01,2023-03-28,2023-03,True
114118,858ILFM248,CineQuest,paid,monthly,11.99,2023-02-01,2023-02,True
114127,858KNHI059,RetroReel,paid,monthly,30.0,2023-06-17,2023-06,True
114135,858MBSP071,LimeLight,expired,monthly,19.98,2023-06-21,2023-06,True
114136,858MFER543,RetroReel,paid,monthly,30.0,2023-03-18,2023-03,True
114137,858MJQE972,CineQuest,paid,monthly,12.01,2023-02-03,2023-02,True
114139,858MQOW006,Pulse,expired,monthly,8.0,2023-02-12,2023-02,True
114140,858MQOW006,Pulse,trial,monthly,4.67,2023-04-14,2023-04,True
114144,858MUWJ541,CineQuest,paid,annual,60.0,2023-02-10,2023-02,True
114145,858MUWJ541,CineQuest,expired,annual,60.0,2023-06-16,2023-06,True
114150,858OFWW306,RetroReel,expired,annual,120.0,2023-01-29,2023-01,True
114159,858TMXV737,RetroReel,paid,monthly,30.0,2023-01-11,2023-01,True
114160,858TPSF311,RetroReel,paid,monthly,29.99,2023-06-11,2023-06,True
114167,858TUPA149,ChillStream,paid,monthly,25.01,2023-04-09,2023-04,True
114171,858UIPE632,CineQuest,expired,monthly,11.99,2023-06-30,2023-06,True
114175,858VGFO514,ChillStream,paid,annual,100.0,2023-04-12,2023-04,True
114180,858WSGC251,LimeLight,expired,monthly,20.0,2023-05-18,2023-05,True
114186,858WTUL759,Pulse,expired,monthly,8.01,2023-02-09,2023-02,True
114191,858YVBJ418,Pulse,expired,monthly,8.01,2023-03-12,2023-03,True
114192,858YVBJ418,Pulse,paid,monthly,7.99,2023-05-09,2023-05,True
114193,858ZFGC007,LimeLight,paid,annual,80.01,2023-01-21,2023-01,True
114195,858ZOLA401,CineQuest,expired,monthly,12.0,2023-06-07,2023-06,True
114200,858ZTFZ978,CineQuest,paid,monthly,12.01,2023-01-08,2023-01,True
114201,859AAJJ827,RetroReel,discounted,monthly,15.28,2023-06-11,2023-06,True
114204,859AIFZ242,ChillStream,paid,annual,100.0,2023-01-26,2023-01,True
114207,859AOZP888,LimeLight,paid,monthly,20.0,2023-01-26,2023-01,True
114211,859BZMQ068,ChillStream,paid,monthly,25.01,2023-01-12,2023-01,True
114229,859DYPU036,CineQuest,expired,monthly,11.99,2023-01-09,2023-01,True
114230,859DYPU036,CineQuest,paid,monthly,11.99,2023-04-01,2023-04,True
114239,859FKRV674,LimeLight,paid,monthly,20.0,2023-02-19,2023-02,True
114241,859GCWK695,Pulse,paid,annual,50.0,2023-02-28,2023-02,True
114246,859HRZY108,LimeLight,paid,annual,79.99,2023-06-14,2023-06,True
114248,859HXMN336,ChillStream,paid,monthly,25.0,2023-04-15,2023-04,True
114256,859IMWH657,RetroReel,paid,monthly,30.01,2023-03-02,2023-03,True
114258,859IPTF044,LimeLight,paid,monthly,19.99,2023-05-19,2023-05,True
114271,859LIEG881,CineQuest,paid,monthly,12.02,2023-04-15,2023-04,True
114278,859MTZT584,RetroReel,expired,monthly,30.01,2023-05-23,2023-05,True
114283,859NOUS684,LimeLight,paid,annual,80.0,2023-01-06,2023-01,True
114284,859OFWL972,RetroReel,paid,annual,120.0,2023-04-08,2023-04,True
114301,859QWHM199,Pulse,paid,monthly,8.0,2023-04-22,2023-04,True
114316,859UBPA514,Pulse,paid,monthly,8.0,2023-02-28,2023-02,True
114317,859UBPA514,Pulse,expired,monthly,7.99,2023-04-15,2023-04,True
114322,859VVMU817,RetroReel,expired,monthly,30.0,2023-05-30,2023-05,True
114328,859WSEN362,LimeLight,expired,monthly,19.98,2023-04-03,2023-04,True
114334,859YGRL073,Pulse,expired,monthly,7.99,2023-02-06,2023-02,True
114335,859YGRL073,Pulse,paid,annual,49.99,2023-05-28,2023-05,True
114339,859ZHYF296,CineQuest,expired,annual,60.0,2023-05-29,2023-05,True
114340,859ZHYF296,CineQuest,trial,annual,29.14,2023-06-19,2023-06,True
114345,860AMLG158,ChillStream,paid,monthly,24.99,2023-01-17,2023-01,True
114346,860AMLG158,ChillStream,expired,monthly,25.0,2023-05-07,2023-05,True
114349,860BFOL058,LimeLight,expired,monthly,20.0,2023-01-10,2023-01,True
114350,860BFOL058,LimeLight,paid,monthly,20.01,2023-05-26,2023-05,True
114351,860BFOL058,LimeLight,expired,monthly,19.99,2023-06-10,2023-06,True
114363,860DOOR359,ChillStream,expired,annual,100.0,2023-01-27,2023-01,True
114364,860DOOR359,ChillStream,trial,annual,91.08,2023-02-15,2023-02,True
114365,860DOOR359,ChillStream,paid,annual,100.0,2023-06-23,2023-06,True
114374,860DXEB030,RetroReel,expired,monthly,29.99,2023-05-05,2023-05,True
114381,860EEKC852,Pulse,expired,monthly,7.99,2023-06-06,2023-06,True
114385,860EQIY036,CineQuest,expired,monthly,11.99,2023-03-11,2023-03,True
114389,860ETYK999,RetroReel,paid,annual,119.98,2023-04-03,2023-04,True
114396,860FPWL890,LimeLight,paid,monthly,19.99,2023-03-19,2023-03,True
114398,860GFDX005,LimeLight,expired,monthly,19.99,2023-03-08,2023-03,True
114399,860GFDX005,LimeLight,discounted,monthly,9.92,2023-04-29,2023-04,True
114401,860GODL744,LimeLight,expired,annual,80.03,2023-02-19,2023-02,True
114408,860HTRT026,Pulse,paid,monthly,8.0,2023-01-28,2023-01,True
114413,860JIUH350,RetroReel,paid,annual,120.0,2023-02-11,2023-02,True
114419,860JXFG317,LimeLight,paid,monthly,19.99,2023-01-12,2023-01,True
114420,860KXWD861,RetroReel,trial,monthly,23.18,2023-06-22,2023-06,True
114429,860LVAX707,LimeLight,paid,monthly,19.98,2023-03-16,2023-03,True
114433,860MGOY744,RetroReel,paid,annual,119.98,2023-02-22,2023-02,True
114445,860PSDK804,LimeLight,paid,monthly,20.01,2023-01-26,2023-01,True
114455,860REAB271,LimeLight,paid,monthly,19.99,2023-02-24,2023-02,True
114457,860REIW701,RetroReel,expired,monthly,29.99,2023-06-01,2023-06,True
114460,860REQY406,ChillStream,expired,monthly,25.0,2023-03-28,2023-03,True
114461,860REQY406,ChillStream,paid,annual,100.02,2023-06-02,2023-06,True
114462,860REQY406,RetroReel,expired,annual,119.98,2023-02-09,2023-02,True
114467,860SERV798,CineQuest,paid,annual,60.0,2023-01-22,2023-01,True
114468,860SIRW673,CineQuest,paid,annual,60.0,2023-04-19,2023-04,True
114469,860TNYR420,ChillStream,paid,monthly,25.0,2023-01-28,2023-01,True
114474,860UBYO714,LimeLight,expired,monthly,20.02,2023-05-20,2023-05,True
114475,860UBYO714,LimeLight,trial,monthly,17.06,2023-06-27,2023-06,True
114476,860UFVC432,RetroReel,paid,monthly,30.0,2023-01-14,2023-01,True
114479,860UKCV926,CineQuest,paid,monthly,12.0,2023-01-10,2023-01,True
114481,860VNEZ474,RetroReel,expired,monthly,29.99,2023-04-03,2023-04,True
114482,860VNEZ474,RetroReel,paid,annual,120.01,2023-05-04,2023-05,True
114483,860WLJM823,LimeLight,trial,monthly,14.62,2023-02-13,2023-02,True
114484,860WLJM823,LimeLight,paid,monthly,20.02,2023-06-05,2023-06,True
114500,860XVVW740,CineQuest,paid,monthly,12.0,2023-02-17,2023-02,True
114501,860XVVW740,CineQuest,expired,monthly,12.01,2023-06-07,2023-06,True
114505,860YZMF572,LimeLight,trial,monthly,14.35,2023-04-18,2023-04,True
114507,860ZKNO427,Pulse,paid,monthly,8.01,2023-02-09,2023-02,True
114512,860ZMBC335,Pulse,discounted,annual,17.19,2023-01-01,2023-01,True
114523,861BQYQ222,RetroReel,paid,monthly,29.98,2023-05-22,2023-05,True
114525,861BWVS914,LimeLight,trial,monthly,8.09,2023-01-01,2023-01,True
114531,861CTUO860,RetroReel,expired,monthly,30.01,2023-06-12,2023-06,True
114533,861DOLR290,LimeLight,paid,annual,80.01,2023-02-03,2023-02,True
114534,861FACE222,LimeLight,paid,monthly,20.0,2023-02-11,2023-02,True
114540,861GWEY156,CineQuest,expired,annual,59.99,2023-02-10,2023-02,True
114543,861HHTG272,RetroReel,paid,annual,120.0,2023-05-27,2023-05,True
114546,861HILW851,ChillStream,expired,monthly,25.0,2023-06-09,2023-06,True
114552,861HVCE463,RetroReel,expired,annual,120.0,2023-01-13,2023-01,True
114553,861IAFJ628,LimeLight,paid,annual,79.99,2023-03-10,2023-03,True
114560,861JKUT678,LimeLight,trial,monthly,10.71,2023-06-06,2023-06,True
114569,861LAGU241,Pulse,expired,monthly,8.01,2023-06-24,2023-06,True
114579,861MRDN260,ChillStream,paid,monthly,25.02,2023-01-05,2023-01,True
114590,861NPTN345,ChillStream,expired,annual,100.02,2023-01-12,2023-01,True
114591,861NPTN345,ChillStream,trial,monthly,16.01,2023-02-18,2023-02,True
114598,861OQZO782,CineQuest,paid,monthly,12.0,2023-04-02,2023-04,True
114602,861OXRS888,CineQuest,expired,monthly,11.98,2023-02-20,2023-02,True
114603,861OXRS888,CineQuest,trial,monthly,8.31,2023-05-20,2023-05,True
114605,861PKQA302,CineQuest,expired,monthly,11.99,2023-03-23,2023-03,True
114606,861PKQA302,CineQuest,paid,monthly,12.0,2023-06-16,2023-06,True
114612,861PZGD695,RetroReel,paid,monthly,30.0,2023-06-09,2023-06,True
114625,861SBCS432,ChillStream,expired,monthly,25.0,2023-06-01,2023-06,True
114628,861SEQT712,LimeLight,paid,annual,80.0,2023-05-12,2023-05,True
114629,861TARC315,CineQuest,paid,monthly,12.01,2023-01-02,2023-01,True
114630,861TARC315,CineQuest,expired,monthly,12.01,2023-04-09,2023-04,True
114633,861TKLP496,RetroReel,expired,annual,120.01,2023-06-05,2023-06,True
114647,861WYKG069,LimeLight,paid,annual,80.0,2023-01-03,2023-01,True
114653,861XCJT141,Pulse,paid,monthly,8.01,2023-01-22,2023-01,True
114654,861XCJT141,Pulse,expired,monthly,7.98,2023-03-03,2023-03,True
114655,861XCJT141,Pulse,paid,monthly,7.98,2023-06-29,2023-06,True
114659,861YFXP644,RetroReel,trial,monthly,19.8,2023-02-10,2023-02,True
114664,861YYJD630,RetroReel,expired,monthly,30.0,2023-05-03,2023-05,True
114666,861ZBHF900,RetroReel,paid,monthly,29.99,2023-01-20,2023-01,True
114672,862AROF241,LimeLight,paid,monthly,20.0,2023-01-19,2023-01,True
114680,862BJTZ715,CineQuest,expired,monthly,11.98,2023-06-03,2023-06,True
114692,862DKRF009,ChillStream,expired,monthly,25.01,2023-04-25,2023-04,True
114693,862DKRF009,ChillStream,trial,monthly,15.38,2023-06-21,2023-06,True
114701,862EOWC652,CineQuest,expired,monthly,12.0,2023-06-02,2023-06,True
114708,862GLDE907,Pulse,expired,monthly,8.0,2023-01-01,2023-01,True
114709,862GLDE907,Pulse,trial,monthly,7.05,2023-03-30,2023-03,True
114715,862IGRV509,Pulse,paid,monthly,8.0,2023-01-30,2023-01,True
114718,862IKEK545,ChillStream,paid,monthly,25.02,2023-06-14,2023-06,True
114729,862LFLL700,Pulse,expired,monthly,8.0,2023-01-16,2023-01,True
114730,862LFLL700,Pulse,paid,monthly,8.0,2023-04-01,2023-04,True
114735,862LIIN060,ChillStream,expired,monthly,25.0,2023-03-04,2023-03,True
114736,862LIIN060,ChillStream,paid,monthly,25.01,2023-06-13,2023-06,True
114741,862MSFS977,Pulse,paid,monthly,7.99,2023-02-18,2023-02,True
114744,862OCPW364,CineQuest,expired,monthly,12.0,2023-02-10,2023-02,True
114756,862RFUV401,CineQuest,paid,monthly,12.02,2023-02-15,2023-02,True
114765,862SOFJ608,RetroReel,paid,monthly,29.99,2023-02-14,2023-02,True
114770,862TTMX876,Pulse,expired,monthly,8.0,2023-03-21,2023-03,True
114771,862TTMX876,Pulse,trial,monthly,3.41,2023-04-29,2023-04,True
114777,862UBSS681,ChillStream,paid,annual,99.99,2023-05-21,2023-05,True
114780,862UEYM390,ChillStream,expired,monthly,25.0,2023-02-12,2023-02,True
114781,862UEYM390,ChillStream,paid,monthly,25.0,2023-05-06,2023-05,True
114785,862UKPG361,LimeLight,paid,monthly,20.01,2023-04-22,2023-04,True
114787,862UVLW353,RetroReel,paid,annual,120.0,2023-05-29,2023-05,True
114793,862UWSB348,Pulse,paid,annual,50.02,2023-02-06,2023-02,True
114796,862WHGX647,Pulse,expired,monthly,8.0,2023-01-08,2023-01,True
114799,862XEMQ007,CineQuest,expired,monthly,11.99,2023-03-25,2023-03,True
114804,863AXMU664,CineQuest,paid,monthly,12.0,2023-02-24,2023-02,True
114807,863BGXE990,RetroReel,expired,monthly,30.0,2023-05-08,2023-05,True
114808,863BGXE990,RetroReel,trial,monthly,26.34,2023-06-10,2023-06,True
114814,863BZOK569,Pulse,paid,annual,50.01,2023-03-14,2023-03,True
114815,863CFOG546,RetroReel,paid,annual,119.99,2023-01-15,2023-01,True
114816,863CPHK670,RetroReel,paid,annual,120.0,2023-06-18,2023-06,True
114821,863DCHO545,LimeLight,expired,annual,79.98,2023-03-29,2023-03,True
114832,863GHMC270,Pulse,expired,monthly,8.0,2023-01-15,2023-01,True
114833,863GHMC270,Pulse,paid,annual,49.98,2023-04-26,2023-04,True
114844,863HJFP942,Pulse,discounted,monthly,3.22,2023-05-08,2023-05,True
114848,863HYMM622,ChillStream,expired,annual,99.99,2023-05-24,2023-05,True
114861,863MYZD026,RetroReel,paid,annual,120.0,2023-03-27,2023-03,True
114865,863OCVE218,CineQuest,paid,monthly,12.0,2023-01-22,2023-01,True
114866,863OCVE218,CineQuest,expired,monthly,12.0,2023-06-29,2023-06,True
114869,863OCVE218,Pulse,expired,monthly,8.01,2023-05-28,2023-05,True
114870,863PIPM420,RetroReel,paid,monthly,30.0,2023-04-23,2023-04,True
114872,863SGEY841,Pulse,expired,monthly,8.02,2023-01-31,2023-01,True
114886,863TAHZ563,Pulse,paid,monthly,8.0,2023-05-23,2023-05,True
114887,863TAHZ563,Pulse,expired,monthly,8.01,2023-06-19,2023-06,True
114896,863UOZS639,Pulse,expired,monthly,8.01,2023-02-23,2023-02,True
114905,863WMJW695,CineQuest,expired,monthly,12.0,2023-01-06,2023-01,True
114906,863WMJW695,CineQuest,paid,monthly,12.0,2023-02-15,2023-02,True
114914,863YQPR041,Pulse,paid,monthly,8.01,2023-06-27,2023-06,True
114921,863ZSZC290,CineQuest,expired,monthly,12.0,2023-06-30,2023-06,True
114924,864ABZE576,LimeLight,paid,monthly,20.0,2023-02-16,2023-02,True
114925,864AYND281,Pulse,paid,monthly,7.99,2023-04-08,2023-04,True
114929,864BPFL247,LimeLight,paid,monthly,20.0,2023-01-21,2023-01,True
114931,864CFJS246,Pulse,paid,monthly,7.98,2023-04-27,2023-04,True
114933,864DBNG517,LimeLight,expired,monthly,20.0,2023-05-14,2023-05,True
114935,864EAWR512,LimeLight,paid,monthly,20.01,2023-06-26,2023-06,True
114951,864FKPW998,Pulse,expired,annual,50.01,2023-02-06,2023-02,True
114961,864IBIB605,RetroReel,expired,monthly,29.98,2023-03-02,2023-03,True
114968,864KUCH044,CineQuest,expired,monthly,11.99,2023-04-26,2023-04,True
114971,864LAFO253,ChillStream,paid,annual,100.0,2023-01-31,2023-01,True
114978,864LUTG457,Pulse,paid,monthly,8.01,2023-05-20,2023-05,True
114981,864MPSI623,CineQuest,paid,monthly,11.99,2023-01-05,2023-01,True
114984,864MXIK427,LimeLight,paid,monthly,20.0,2023-01-15,2023-01,True
114987,864NMQV878,CineQuest,trial,monthly,4.2,2023-02-17,2023-02,True
114992,864NQLT264,Pulse,paid,monthly,8.0,2023-01-09,2023-01,True
114996,864PBBW068,CineQuest,paid,annual,59.99,2023-02-17,2023-02,True
115000,864QXXY906,CineQuest,expired,annual,60.0,2023-03-31,2023-03,True
115004,864RPNJ343,CineQuest,trial,monthly,5.23,2023-06-30,2023-06,True
115008,864RXTA824,ChillStream,expired,monthly,24.99,2023-03-11,2023-03,True
115013,864TDXT377,Pulse,paid,monthly,7.98,2023-01-14,2023-01,True
115025,864VJSG749,ChillStream,trial,monthly,23.73,2023-02-13,2023-02,True
115026,864VJSG749,ChillStream,expired,monthly,25.0,2023-03-28,2023-03,True
115033,864VLJB114,CineQuest,expired,annual,59.99,2023-02-28,2023-02,True
115034,864VLJB114,CineQuest,discounted,annual,32.02,2023-03-27,2023-03,True
115036,864WPHG922,RetroReel,paid,monthly,30.01,2023-04-05,2023-04,True
115039,864WYIQ642,CineQuest,expired,monthly,12.0,2023-04-09,2023-04,True
115040,864WYIQ642,CineQuest,paid,monthly,12.01,2023-06-24,2023-06,True
115044,864XINQ441,CineQuest,expired,monthly,11.98,2023-05-04,2023-05,True
115052,864YODF432,Pulse,expired,monthly,8.0,2023-03-09,2023-03,True
115053,864YODF432,Pulse,paid,monthly,8.0,2023-05-29,2023-05,True
115056,865AEDZ497,LimeLight,expired,monthly,20.0,2023-03-12,2023-03,True
115057,865AEDZ497,LimeLight,paid,monthly,20.01,2023-06-19,2023-06,True
115061,865AZBO960,CineQuest,expired,monthly,12.01,2023-04-16,2023-04,True
115062,865AZBO960,CineQuest,paid,monthly,12.02,2023-06-30,2023-06,True
115067,865DPBC022,CineQuest,paid,monthly,12.01,2023-01-13,2023-01,True
115068,865DPBC022,CineQuest,expired,monthly,12.01,2023-03-02,2023-03,True
115079,865FZBO908,CineQuest,paid,monthly,12.0,2023-02-15,2023-02,True
115080,865FZBO908,CineQuest,expired,monthly,12.0,2023-05-05,2023-05,True
115083,865FZBO908,LimeLight,paid,monthly,20.02,2023-03-20,2023-03,True
115084,865FZBO908,LimeLight,expired,monthly,20.01,2023-04-03,2023-04,True
115091,865GSLY441,CineQuest,paid,monthly,12.02,2023-02-22,2023-02,True
115092,865GSLY441,CineQuest,expired,monthly,12.0,2023-04-09,2023-04,True
115093,865GSLY441,CineQuest,paid,monthly,12.01,2023-05-01,2023-05,True
115094,865GVJW435,RetroReel,paid,monthly,30.0,2023-05-30,2023-05,True
115100,865KVIN666,CineQuest,paid,annual,60.0,2023-06-09,2023-06,True
115106,865NGUE622,CineQuest,expired,annual,59.99,2023-04-09,2023-04,True
115107,865NGUE622,CineQuest,paid,annual,60.0,2023-05-14,2023-05,True
115110,865OQGG045,LimeLight,expired,annual,80.0,2023-06-06,2023-06,True
115119,865QMNX401,Pulse,discounted,monthly,6.06,2023-03-04,2023-03,True
115123,865QTGJ676,CineQuest,paid,monthly,11.99,2023-01-27,2023-01,True
115124,865QTGJ676,CineQuest,expired,monthly,12.01,2023-05-27,2023-05,True
115137,865URQF428,LimeLight,paid,annual,79.99,2023-04-02,2023-04,True
115151,865YAUW812,CineQuest,expired,monthly,12.0,2023-03-08,2023-03,True
115164,865ZDEC562,LimeLight,expired,monthly,19.99,2023-02-16,2023-02,True
115171,866AAKN968,CineQuest,expired,monthly,11.99,2023-03-05,2023-03,True
115172,866AAKN968,CineQuest,trial,annual,55.52,2023-06-03,2023-06,True
115178,866ATTQ850,RetroReel,paid,monthly,29.99,2023-04-06,2023-04,True
115196,866GPSJ819,ChillStream,paid,monthly,25.0,2023-02-28,2023-02,True
115202,866HYUT476,CineQuest,expired,monthly,12.0,2023-03-27,2023-03,True
115203,866HYUT476,CineQuest,paid,monthly,11.99,2023-06-21,2023-06,True
115208,866IERB669,CineQuest,trial,monthly,8.99,2023-01-19,2023-01,True
115209,866IERB669,CineQuest,expired,monthly,12.0,2023-04-22,2023-04,True
115210,866IERB669,CineQuest,paid,monthly,12.0,2023-06-12,2023-06,True
115213,866IJJN704,ChillStream,paid,monthly,25.0,2023-03-22,2023-03,True
115217,866JGDN028,LimeLight,expired,annual,80.01,2023-05-03,2023-05,True
115228,866MHMH225,LimeLight,paid,monthly,19.99,2023-03-23,2023-03,True
115232,866PHFW941,ChillStream,paid,monthly,25.0,2023-02-27,2023-02,True
115237,866PHFW941,Pulse,expired,monthly,8.0,2023-06-13,2023-06,True
115242,866PSBD879,LimeLight,expired,annual,80.0,2023-05-02,2023-05,True
115246,866QHQG580,RetroReel,expired,annual,120.02,2023-01-29,2023-01,True
115249,866QWAG330,LimeLight,expired,annual,80.0,2023-05-17,2023-05,True
115253,866TNJN561,RetroReel,paid,monthly,29.99,2023-04-27,2023-04,True
115273,866WGRG914,Pulse,expired,monthly,8.0,2023-01-04,2023-01,True
115276,866XCOC246,RetroReel,paid,monthly,30.01,2023-04-18,2023-04,True
115282,867AHCN548,Pulse,paid,monthly,8.01,2023-06-14,2023-06,True
115291,867BPTH195,ChillStream,expired,monthly,25.01,2023-01-18,2023-01,True
115301,867EGAN885,ChillStream,expired,monthly,25.0,2023-05-24,2023-05,True
115302,867EGAN885,ChillStream,paid,annual,100.0,2023-06-06,2023-06,True
115313,867INDV029,ChillStream,expired,monthly,24.99,2023-04-29,2023-04,True
115336,867LDIT296,ChillStream,expired,annual,99.99,2023-03-09,2023-03,True
115341,867MCJG166,RetroReel,trial,annual,63.7,2023-01-16,2023-01,True
115342,867MCJG166,RetroReel,paid,annual,120.02,2023-04-03,2023-04,True
115345,867NYJN275,CineQuest,paid,monthly,12.0,2023-02-10,2023-02,True
115356,867PIUR777,ChillStream,paid,monthly,24.99,2023-04-08,2023-04,True
115366,867RBET979,Pulse,trial,monthly,3.71,2023-04-04,2023-04,True
115367,867RBET979,Pulse,expired,monthly,8.0,2023-05-16,2023-05,True
115377,867SMAZ811,ChillStream,paid,monthly,25.02,2023-04-10,2023-04,True
115389,867VEHY959,LimeLight,paid,monthly,20.0,2023-02-07,2023-02,True
115392,867WARX398,CineQuest,paid,monthly,12.0,2023-03-13,2023-03,True
115397,867WIOE421,ChillStream,expired,annual,100.0,2023-06-27,2023-06,True
115402,867WPJF990,Pulse,expired,monthly,8.01,2023-05-30,2023-05,True
115403,867WPJF990,Pulse,trial,monthly,6.54,2023-06-03,2023-06,True
115416,868AHMW149,CineQuest,paid,monthly,12.01,2023-04-16,2023-04,True
115420,868ANTX774,CineQuest,paid,monthly,11.99,2023-01-11,2023-01,True
115426,868BJTQ383,CineQuest,paid,monthly,12.01,2023-01-11,2023-01,True
115427,868BJTQ383,CineQuest,expired,monthly,11.98,2023-04-13,2023-04,True
115432,868BRFS484,Pulse,discounted,annual,47.12,2023-05-06,2023-05,True
115435,868CLRN516,LimeLight,expired,annual,80.0,2023-06-08,2023-06,True
115437,868CWSL373,RetroReel,paid,monthly,30.01,2023-05-06,2023-05,True
115441,868DAHW662,ChillStream,paid,monthly,25.0,2023-03-15,2023-03,True
115449,868DZEW036,Pulse,expired,annual,50.0,2023-05-07,2023-05,True
115451,868DZEW036,RetroReel,expired,monthly,30.0,2023-02-12,2023-02,True
115457,868EBBJ209,CineQuest,paid,annual,60.0,2023-04-05,2023-04,True
115458,868EBBJ209,CineQuest,expired,annual,60.01,2023-05-23,2023-05,True
115459,868EBBJ209,CineQuest,paid,monthly,12.01,2023-06-13,2023-06,True
115461,868EHIN174,RetroReel,paid,monthly,30.0,2023-04-27,2023-04,True
115466,868FSOU095,CineQuest,trial,annual,56.41,2023-04-25,2023-04,True
115467,868FSOU095,CineQuest,paid,annual,60.02,2023-06-14,2023-06,True
115471,868FXNK638,RetroReel,expired,monthly,30.0,2023-02-16,2023-02,True
115472,868FXNK638,RetroReel,paid,monthly,30.01,2023-04-13,2023-04,True
115476,868GGCL869,CineQuest,expired,monthly,11.99,2023-04-26,2023-04,True
115477,868GGCL869,CineQuest,paid,annual,60.01,2023-06-02,2023-06,True
115483,868JJJR813,LimeLight,discounted,monthly,19.3,2023-05-02,2023-05,True
115486,868JTDQ526,Pulse,paid,monthly,7.99,2023-06-27,2023-06,True
115490,868LAWH784,RetroReel,expired,annual,120.0,2023-03-08,2023-03,True
115503,868NLLP504,CineQuest,paid,monthly,12.0,2023-03-21,2023-03,True
115513,868OYES023,CineQuest,expired,monthly,11.98,2023-01-11,2023-01,True
115515,868OYES023,LimeLight,paid,monthly,20.02,2023-05-01,2023-05,True
115524,868RIWB033,Pulse,paid,monthly,7.99,2023-01-25,2023-01,True
115528,868SCEM727,LimeLight,discounted,annual,67.77,2023-04-07,2023-04,True
115533,868SIIJ121,LimeLight,expired,monthly,20.0,2023-03-24,2023-03,True
115539,868TCTO059,LimeLight,expired,monthly,20.01,2023-05-22,2023-05,True
115546,868UVGY138,Pulse,expired,monthly,7.99,2023-06-22,2023-06,True
115548,868UVGY138,RetroReel,paid,monthly,29.99,2023-06-13,2023-06,True
115549,868VEBU198,Pulse,paid,annual,50.01,2023-04-21,2023-04,True
115561,868WIMA207,CineQuest,expired,annual,59.99,2023-02-28,2023-02,True
115568,868YKXV948,LimeLight,expired,monthly,20.0,2023-04-11,2023-04,True
115576,868ZINH136,Pulse,paid,monthly,8.01,2023-06-14,2023-06,True
115582,869ACPB477,Pulse,paid,annual,50.0,2023-01-27,2023-01,True
115590,869BCET760,CineQuest,expired,monthly,12.02,2023-06-14,2023-06,True
115595,869BJNQ433,ChillStream,expired,monthly,25.01,2023-01-30,2023-01,True
115596,869BJNQ433,ChillStream,paid,monthly,25.0,2023-02-07,2023-02,True
115597,869BJNQ433,ChillStream,expired,monthly,25.01,2023-06-18,2023-06,True
115603,869EHFU031,Pulse,expired,monthly,8.0,2023-01-08,2023-01,True
115604,869EHFU031,Pulse,discounted,monthly,7.55,2023-05-24,2023-05,True
115612,869EMOO000,Pulse,expired,annual,49.99,2023-01-05,2023-01,True
115613,869EMOO000,Pulse,paid,monthly,8.01,2023-05-01,2023-05,True
115617,869FURI522,ChillStream,paid,annual,100.0,2023-01-17,2023-01,True
115618,869GFBY467,LimeLight,paid,monthly,20.01,2023-03-20,2023-03,True
115636,869JQBZ755,RetroReel,paid,monthly,29.99,2023-03-07,2023-03,True
115639,869JYBQ882,Pulse,expired,monthly,8.0,2023-01-08,2023-01,True
115643,869KKKW570,ChillStream,expired,annual,100.01,2023-01-14,2023-01,True
115644,869KKKW570,ChillStream,paid,annual,99.99,2023-03-29,2023-03,True
115647,869KKKW570,RetroReel,expired,monthly,29.99,2023-05-02,2023-05,True
115657,869NVZM246,RetroReel,expired,monthly,30.0,2023-02-15,2023-02,True
115662,869OWKO500,Pulse,paid,monthly,8.01,2023-02-19,2023-02,True
115673,869QFPF702,Pulse,expired,monthly,8.01,2023-03-08,2023-03,True
115674,869QFPF702,Pulse,paid,monthly,8.01,2023-04-04,2023-04,True
115677,869QLQN195,ChillStream,trial,monthly,20.65,2023-01-14,2023-01,True
115678,869QLQN195,ChillStream,paid,monthly,25.0,2023-02-08,2023-02,True
115694,869TWPR893,ChillStream,paid,annual,100.02,2023-02-19,2023-02,True
115710,869YVNJ949,RetroReel,paid,monthly,29.99,2023-04-11,2023-04,True
115720,870AFCH270,Pulse,expired,monthly,8.0,2023-01-25,2023-01,True
