,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
115856,871EBXD137,CineQuest,paid,monthly,11.99,2023-01-03,2023-01,True
115857,871EBXD137,CineQuest,expired,monthly,12.01,2023-08-14,2023-08,True
115863,871EOQC624,Pulse,paid,monthly,8.01,2023-09-01,2023-09,True
115865,871EOQC624,RetroReel,paid,monthly,30.01,2023-09-21,2023-09,True
115867,871EYYQ214,CineQuest,expired,monthly,11.99,2023-12-11,2023-12,True
115868,871FGOR082,RetroReel,discounted,annual,46.17,2023-02-17,2023-02,True
115869,871FGOR082,RetroReel,expired,annual,120.02,2023-05-25,2023-05,True
115876,871HTBT919,CineQuest,expired,annual,60.02,2023-04-23,2023-04,True
115877,871HTBT919,CineQuest,discounted,annual,35.51,2023-07-26,2023-07,True
115878,871HXJK867,LimeLight,paid,monthly,20.01,2023-04-21,2023-04,True
115879,871HXJK867,LimeLight,expired,monthly,20.01,2023-11-22,2023-11,True
115882,871IAYM141,Pulse,expired,monthly,7.99,2023-04-07,2023-04,True
115883,871IAYM141,Pulse,paid,monthly,8.02,2023-08-30,2023-08,True
115887,871IMXG538,ChillStream,expired,monthly,25.02,2023-04-14,2023-04,True
115889,871IUVO591,Pulse,expired,monthly,7.98,2023-08-18,2023-08,True
115890,871IUVO591,Pulse,discounted,monthly,3.01,2023-11-29,2023-11,True
115893,871JTET871,ChillStream,paid,monthly,25.01,2023-09-24,2023-09,True
115896,871JTET871,CineQuest,discounted,monthly,10.61,2023-07-30,2023-07,True
115897,871JTET871,CineQuest,expired,monthly,11.99,2023-08-19,2023-08,True
115898,871JTET871,CineQuest,paid,monthly,12.0,2023-09-19,2023-09,True
115910,871PSEQ611,Pulse,paid,monthly,8.02,2023-05-30,2023-05,True
115915,871SNLB410,CineQuest,expired,annual,59.99,2023-09-10,2023-09,True
115916,871SNLB410,CineQuest,paid,monthly,12.01,2023-11-21,2023-11,True
115921,871SYKY477,Pulse,expired,annual,50.01,2023-11-03,2023-11,True
115922,871SYKY477,Pulse,paid,annual,50.01,2023-12-26,2023-12,True
115924,871TYMS209,Pulse,paid,monthly,8.0,2023-03-18,2023-03,True
115925,871XDHD666,RetroReel,paid,monthly,29.99,2023-11-02,2023-11,True
115929,871XNLM192,ChillStream,paid,monthly,24.98,2023-09-01,2023-09,True
115933,871XQDH945,Pulse,expired,monthly,7.99,2023-09-23,2023-09,True
115934,871XQDH945,Pulse,paid,monthly,7.99,2023-10-09,2023-10,True
115935,871XQDH945,RetroReel,paid,annual,119.99,2023-02-12,2023-02,True
115938,871ZHSS334,RetroReel,expired,monthly,30.0,2023-02-27,2023-02,True
115939,871ZHSS334,RetroReel,paid,annual,119.98,2023-06-14,2023-06,True
115941,872ARWM261,RetroReel,trial,monthly,22.23,2023-10-30,2023-10,True
115942,872ARWM261,RetroReel,paid,monthly,30.01,2023-12-06,2023-12,True
115948,872CRHH392,ChillStream,expired,monthly,25.0,2023-08-04,2023-08,True
115949,872CRHH392,ChillStream,discounted,monthly,24.55,2023-12-17,2023-12,True
115952,872DAES714,LimeLight,paid,annual,79.99,2023-06-10,2023-06,True
115955,872ENDY682,ChillStream,expired,monthly,25.0,2023-10-31,2023-10,True
115956,872ENDY682,RetroReel,expired,monthly,30.0,2023-03-15,2023-03,True
115957,872ENDY682,RetroReel,trial,monthly,13.1,2023-05-06,2023-05,True
115960,872ETFC836,CineQuest,paid,annual,59.99,2023-02-06,2023-02,True
115961,872GGHJ909,RetroReel,discounted,annual,104.76,2023-03-30,2023-03,True
115962,872GGHJ909,RetroReel,expired,annual,119.99,2023-04-08,2023-04,True
115963,872GGHJ909,RetroReel,paid,annual,119.99,2023-12-12,2023-12,True
115965,872GJIX549,ChillStream,paid,monthly,25.0,2023-10-07,2023-10,True
115967,872GVYG703,LimeLight,paid,annual,79.98,2023-07-21,2023-07,True
115969,872HNHR273,RetroReel,expired,monthly,29.99,2023-11-12,2023-11,True
115970,872HUIA932,RetroReel,paid,monthly,30.02,2023-12-21,2023-12,True
115974,872HWPZ277,CineQuest,paid,monthly,12.02,2023-04-08,2023-04,True
115975,872HWPZ277,CineQuest,expired,monthly,11.99,2023-06-19,2023-06,True
115976,872HWPZ277,CineQuest,trial,monthly,4.59,2023-10-26,2023-10,True
115981,872IPZL580,CineQuest,paid,annual,59.99,2023-01-13,2023-01,True
115982,872IWIA268,Pulse,paid,annual,50.0,2023-11-04,2023-11,True
115985,872JFPC156,CineQuest,expired,monthly,11.99,2023-08-11,2023-08,True
115986,872JFPC156,CineQuest,discounted,monthly,10.82,2023-12-03,2023-12,True
115988,872JITG916,LimeLight,expired,monthly,20.0,2023-05-29,2023-05,True
115994,872LHCM534,Pulse,paid,monthly,7.99,2023-02-24,2023-02,True
115995,872LHCM534,Pulse,expired,monthly,8.01,2023-08-25,2023-08,True
115996,872LHCM534,Pulse,trial,monthly,7.72,2023-09-14,2023-09,True
115999,872LIYX567,LimeLight,expired,monthly,20.0,2023-04-11,2023-04,True
116002,872NJQY988,LimeLight,paid,monthly,19.99,2023-01-30,2023-01,True
116005,872NVQA606,CineQuest,paid,monthly,12.0,2023-01-04,2023-01,True
116008,872NXWK114,RetroReel,expired,monthly,29.99,2023-04-13,2023-04,True
116013,872PIKU350,CineQuest,paid,monthly,12.01,2023-04-29,2023-04,True
116014,872PIKU350,CineQuest,expired,monthly,11.99,2023-09-16,2023-09,True
116015,872PIKU350,CineQuest,paid,monthly,12.0,2023-10-30,2023-10,True
116017,872PORB801,CineQuest,expired,monthly,12.0,2023-12-15,2023-12,True
116019,872PXEW128,Pulse,expired,monthly,8.0,2023-03-08,2023-03,True
116020,872PXEW128,Pulse,paid,monthly,7.99,2023-09-05,2023-09,True
116030,872RHJW039,CineQuest,paid,monthly,12.0,2023-01-29,2023-01,True
116031,872RHJW039,CineQuest,expired,monthly,12.0,2023-04-16,2023-04,True
116032,872RHJW039,CineQuest,paid,monthly,11.99,2023-05-10,2023-05,True
116033,872RHJW039,CineQuest,expired,monthly,12.02,2023-11-19,2023-11,True
116036,872SGEB902,RetroReel,expired,monthly,29.99,2023-02-04,2023-02,True
116037,872SGEB902,RetroReel,paid,monthly,29.99,2023-08-18,2023-08,True
116047,872TLDV331,LimeLight,expired,monthly,19.99,2023-05-17,2023-05,True
116048,872TLDV331,LimeLight,trial,annual,64.21,2023-08-07,2023-08,True
116049,872TLDV331,LimeLight,paid,annual,80.01,2023-09-13,2023-09,True
116051,872WNJL646,Pulse,expired,monthly,8.0,2023-03-26,2023-03,True
116052,872WVKS586,RetroReel,paid,monthly,29.98,2023-04-06,2023-04,True
116053,872WVKS586,RetroReel,expired,monthly,30.0,2023-10-26,2023-10,True
116059,872XGWI509,Pulse,expired,monthly,8.0,2023-05-22,2023-05,True
116060,872XGWI509,Pulse,trial,monthly,7.23,2023-08-13,2023-08,True
116071,873AGLA963,CineQuest,expired,monthly,12.0,2023-06-10,2023-06,True
116072,873AGLA963,CineQuest,paid,monthly,12.0,2023-08-27,2023-08,True
116075,873AQGV968,LimeLight,expired,monthly,20.0,2023-01-06,2023-01,True
116076,873AQGV968,LimeLight,discounted,annual,55.06,2023-04-04,2023-04,True
116079,873AWQG027,RetroReel,trial,monthly,21.5,2023-01-22,2023-01,True
116080,873AWQG027,RetroReel,expired,monthly,29.99,2023-08-10,2023-08,True
116081,873AZAM828,LimeLight,paid,monthly,19.99,2023-06-18,2023-06,True
116083,873BGOX313,ChillStream,paid,monthly,25.0,2023-01-02,2023-01,True
116086,873BMNG140,ChillStream,paid,monthly,25.01,2023-12-15,2023-12,True
116089,873CKSW422,Pulse,expired,monthly,7.99,2023-02-19,2023-02,True
116090,873CKSW422,Pulse,paid,annual,50.0,2023-06-29,2023-06,True
116091,873DNVQ115,LimeLight,paid,annual,80.0,2023-05-04,2023-05,True
116094,873ECKD031,LimeLight,paid,monthly,20.0,2023-08-13,2023-08,True
116096,873EJWW218,LimeLight,expired,monthly,20.0,2023-09-08,2023-09,True
116099,873EUXQ756,CineQuest,paid,monthly,12.0,2023-08-22,2023-08,True
116102,873FGEH540,Pulse,paid,monthly,8.01,2023-07-24,2023-07,True
116103,873FGPS403,RetroReel,paid,monthly,30.0,2023-08-20,2023-08,True
116105,873GLRY075,RetroReel,paid,monthly,30.0,2023-01-18,2023-01,True
116108,873GPLA520,LimeLight,expired,annual,80.0,2023-08-28,2023-08,True
116109,873GPLA520,LimeLight,discounted,annual,68.06,2023-11-29,2023-11,True
116111,873GWJV985,ChillStream,expired,annual,100.01,2023-01-14,2023-01,True
116115,873HYXU844,CineQuest,paid,annual,59.99,2023-06-02,2023-06,True
116118,873IAUH211,Pulse,paid,annual,50.01,2023-03-10,2023-03,True
116119,873IAUH211,Pulse,expired,annual,50.01,2023-06-19,2023-06,True
116121,873IWVO013,ChillStream,paid,monthly,25.01,2023-04-20,2023-04,True
116126,873JBOE140,CineQuest,paid,monthly,12.02,2023-01-30,2023-01,True
116127,873JBOE140,CineQuest,expired,monthly,12.01,2023-11-04,2023-11,True
116128,873JBOE140,CineQuest,paid,annual,59.99,2023-12-30,2023-12,True
116131,873JFYB629,Pulse,paid,monthly,8.0,2023-03-01,2023-03,True
116135,873JIKF883,ChillStream,paid,monthly,24.99,2023-10-14,2023-10,True
116136,873JLYP974,ChillStream,paid,monthly,25.0,2023-08-02,2023-08,True
116142,873JUFG503,Pulse,expired,annual,50.0,2023-05-29,2023-05,True
116144,873KVTR347,ChillStream,expired,monthly,25.0,2023-12-31,2023-12,True
116146,873MVAT225,LimeLight,paid,annual,80.01,2023-01-27,2023-01,True
116149,873MYIO980,CineQuest,paid,monthly,12.01,2023-05-04,2023-05,True
116150,873MYIO980,CineQuest,expired,monthly,12.0,2023-07-09,2023-07,True
116151,873NULX929,RetroReel,paid,monthly,30.0,2023-06-05,2023-06,True
116153,873POEO662,LimeLight,paid,monthly,19.99,2023-12-23,2023-12,True
116156,873QWWC810,ChillStream,paid,monthly,25.0,2023-10-31,2023-10,True
116163,873USOL893,RetroReel,paid,monthly,30.0,2023-05-26,2023-05,True
116166,873UZKV193,LimeLight,expired,monthly,20.0,2023-12-01,2023-12,True
116167,873VOMM916,RetroReel,paid,monthly,29.99,2023-06-24,2023-06,True
116168,873VOYG027,LimeLight,paid,monthly,20.0,2023-05-06,2023-05,True
116171,873WERE715,LimeLight,expired,monthly,20.0,2023-10-22,2023-10,True
116172,873WERE715,LimeLight,trial,monthly,15.86,2023-12-04,2023-12,True
116175,873XRFP659,ChillStream,expired,monthly,25.0,2023-04-23,2023-04,True
116176,873XRFP659,ChillStream,paid,monthly,25.0,2023-12-27,2023-12,True
116179,873YKFN222,CineQuest,trial,monthly,9.11,2023-01-06,2023-01,True
116180,873YKFN222,CineQuest,paid,monthly,12.0,2023-12-06,2023-12,True
116182,873YLYZ285,ChillStream,expired,monthly,25.0,2023-09-11,2023-09,True
116183,873YLYZ285,ChillStream,paid,monthly,25.01,2023-12-11,2023-12,True
116184,873YTXX009,RetroReel,paid,annual,120.02,2023-07-14,2023-07,True
116186,873ZAUL301,Pulse,paid,annual,50.0,2023-07-12,2023-07,True
116187,873ZAUL301,Pulse,expired,annual,50.0,2023-09-02,2023-09,True
116188,873ZAUL301,Pulse,paid,annual,50.0,2023-11-26,2023-11,True
116189,873ZAUL301,Pulse,expired,annual,49.98,2023-12-30,2023-12,True
116191,873ZDFM199,LimeLight,expired,monthly,20.0,2023-11-08,2023-11,True
116198,874ABMU198,CineQuest,trial,monthly,11.57,2023-12-31,2023-12,True
116202,874AMWB014,RetroReel,paid,monthly,29.99,2023-02-02,2023-02,True
116204,874AVXL861,RetroReel,expired,monthly,30.01,2023-09-14,2023-09,True
116206,874BYII098,CineQuest,expired,annual,59.99,2023-05-11,2023-05,True
116207,874BYII098,CineQuest,paid,monthly,12.01,2023-08-04,2023-08,True
116208,874BYII098,CineQuest,expired,monthly,12.01,2023-10-13,2023-10,True
116210,874BYII098,LimeLight,expired,monthly,20.0,2023-06-11,2023-06,True
116213,874CKWL171,Pulse,expired,annual,50.0,2023-07-19,2023-07,True
116216,874EECZ783,CineQuest,expired,annual,60.01,2023-08-30,2023-08,True
116217,874EECZ783,CineQuest,paid,annual,60.01,2023-10-30,2023-10,True
116219,874EHGW488,CineQuest,paid,monthly,12.02,2023-02-01,2023-02,True
116223,874HCSA145,CineQuest,expired,monthly,12.0,2023-04-29,2023-04,True
116224,874HCSA145,CineQuest,paid,monthly,11.98,2023-09-01,2023-09,True
116226,874HGKF775,RetroReel,paid,annual,120.01,2023-03-08,2023-03,True
116227,874HRCO845,RetroReel,paid,monthly,30.0,2023-07-24,2023-07,True
116230,874JHYL669,ChillStream,expired,monthly,25.01,2023-11-11,2023-11,True
116232,874KKSC520,CineQuest,paid,monthly,12.01,2023-01-31,2023-01,True
116233,874KKSC520,CineQuest,expired,monthly,12.01,2023-12-07,2023-12,True
116239,874KZLH517,Pulse,expired,monthly,8.01,2023-08-23,2023-08,True
116241,874LULJ884,RetroReel,paid,annual,119.99,2023-02-21,2023-02,True
116246,874MWZV847,RetroReel,paid,monthly,29.99,2023-10-19,2023-10,True
116253,874NWPX434,ChillStream,expired,monthly,24.97,2023-12-13,2023-12,True
116255,874NYEP086,CineQuest,expired,annual,60.0,2023-04-21,2023-04,True
116260,874OVRK385,Pulse,paid,monthly,7.99,2023-05-04,2023-05,True
116264,874PLWX383,RetroReel,trial,monthly,22.67,2023-03-21,2023-03,True
116265,874PLWX383,RetroReel,paid,monthly,30.01,2023-05-21,2023-05,True
116266,874PLWX383,RetroReel,expired,monthly,29.98,2023-08-24,2023-08,True
116267,874PNFJ281,ChillStream,paid,annual,100.01,2023-02-02,2023-02,True
116269,874QLPA040,RetroReel,paid,monthly,30.0,2023-01-18,2023-01,True
116272,874QMIQ519,CineQuest,expired,monthly,12.0,2023-11-27,2023-11,True
116275,874QYWY662,ChillStream,expired,monthly,25.0,2023-01-20,2023-01,True
116279,874SGAN324,ChillStream,expired,monthly,24.99,2023-09-21,2023-09,True
116280,874SGAN324,ChillStream,paid,annual,99.99,2023-10-28,2023-10,True
116286,874UCRS516,LimeLight,expired,monthly,20.0,2023-12-30,2023-12,True
116289,874UYLH771,LimeLight,expired,annual,80.0,2023-03-18,2023-03,True
116290,874UYLH771,LimeLight,paid,monthly,19.99,2023-08-22,2023-08,True
116294,874WUZH905,Pulse,paid,annual,49.99,2023-01-12,2023-01,True
116296,874WXRC803,LimeLight,expired,monthly,20.02,2023-12-26,2023-12,True
116298,874XNGN510,CineQuest,expired,annual,59.99,2023-08-23,2023-08,True
116302,875BJAB345,RetroReel,expired,annual,120.01,2023-08-04,2023-08,True
116303,875CHVV477,RetroReel,paid,annual,119.99,2023-01-14,2023-01,True
116304,875CKZK322,LimeLight,expired,annual,80.02,2023-01-10,2023-01,True
116305,875CKZK322,LimeLight,paid,annual,80.0,2023-06-25,2023-06,True
116308,875CLRX560,Pulse,paid,annual,50.0,2023-04-22,2023-04,True
116310,875CUHE531,Pulse,expired,monthly,8.01,2023-09-22,2023-09,True
116311,875CUHE531,Pulse,paid,annual,50.0,2023-11-15,2023-11,True
116313,875CZQU459,CineQuest,expired,annual,59.99,2023-08-05,2023-08,True
116320,875EHWE980,CineQuest,paid,monthly,11.99,2023-01-31,2023-01,True
116323,875FOAH726,LimeLight,trial,monthly,13.26,2023-05-02,2023-05,True
116324,875FOAH726,LimeLight,expired,monthly,20.0,2023-10-23,2023-10,True
116325,875FOAH726,LimeLight,paid,monthly,19.99,2023-12-19,2023-12,True
116327,875FYTF670,RetroReel,expired,monthly,30.0,2023-02-24,2023-02,True
116328,875FYTF670,RetroReel,paid,annual,120.0,2023-08-26,2023-08,True
116330,875GXAP936,ChillStream,expired,monthly,24.99,2023-05-02,2023-05,True
116331,875GXAP936,ChillStream,discounted,monthly,21.31,2023-11-08,2023-11,True
116335,875HDEX876,ChillStream,expired,monthly,25.0,2023-12-09,2023-12,True
116336,875IEKP193,CineQuest,discounted,monthly,9.41,2023-04-20,2023-04,True
116337,875IEKP193,CineQuest,paid,monthly,11.98,2023-09-27,2023-09,True
116339,875IVXF226,ChillStream,paid,monthly,25.01,2023-05-22,2023-05,True
116344,875JQVB557,RetroReel,paid,monthly,30.02,2023-03-30,2023-03,True
116345,875JQVB557,RetroReel,expired,monthly,30.0,2023-07-28,2023-07,True
116346,875JQVB557,RetroReel,paid,monthly,29.99,2023-08-24,2023-08,True
116347,875KMAE286,RetroReel,paid,monthly,29.99,2023-11-28,2023-11,True
116350,875KOTK803,LimeLight,paid,monthly,20.0,2023-06-29,2023-06,True
116351,875KOTK803,LimeLight,expired,monthly,19.99,2023-12-26,2023-12,True
116354,875KRIR256,ChillStream,expired,annual,100.0,2023-07-18,2023-07,True
116355,875KRIR256,CineQuest,paid,annual,59.99,2023-11-24,2023-11,True
116356,875KVPX636,ChillStream,paid,monthly,24.98,2023-02-02,2023-02,True
116358,875LCOE460,RetroReel,paid,annual,119.99,2023-04-28,2023-04,True
116361,875LHSW457,LimeLight,trial,monthly,9.49,2023-04-15,2023-04,True
116362,875LHSW457,LimeLight,expired,monthly,19.99,2023-05-31,2023-05,True
116363,875LHSW457,LimeLight,paid,monthly,20.0,2023-12-14,2023-12,True
116365,875MIED628,CineQuest,expired,monthly,12.0,2023-05-31,2023-05,True
116366,875MIED628,CineQuest,paid,monthly,12.0,2023-07-09,2023-07,True
116367,875MIED628,CineQuest,expired,monthly,12.01,2023-08-28,2023-08,True
116368,875MNPQ236,LimeLight,paid,monthly,19.99,2023-03-29,2023-03,True
116370,875MQZV201,CineQuest,paid,monthly,12.01,2023-06-01,2023-06,True
116374,875OLPZ066,CineQuest,expired,monthly,12.0,2023-11-18,2023-11,True
116375,875OLPZ066,CineQuest,discounted,monthly,11.46,2023-12-10,2023-12,True
116379,875QIOW482,RetroReel,paid,monthly,30.0,2023-03-09,2023-03,True
116381,875QWTQ935,LimeLight,paid,annual,79.99,2023-03-17,2023-03,True
116384,875RQPW280,Pulse,expired,monthly,8.01,2023-06-30,2023-06,True
116385,875RQPW280,Pulse,paid,monthly,7.99,2023-12-21,2023-12,True
116389,875SNDQ683,CineQuest,expired,annual,59.99,2023-07-03,2023-07,True
116391,875SYKP764,ChillStream,expired,annual,99.99,2023-10-08,2023-10,True
116393,875SYKP764,RetroReel,expired,monthly,29.99,2023-05-28,2023-05,True
116397,875TBAY065,CineQuest,expired,annual,60.01,2023-10-06,2023-10,True
116398,875TBAY065,CineQuest,paid,monthly,11.99,2023-11-30,2023-11,True
116399,875TEHJ001,CineQuest,paid,annual,59.99,2023-01-11,2023-01,True
116400,875TEHJ001,CineQuest,expired,annual,59.99,2023-08-06,2023-08,True
116401,875TEHJ001,CineQuest,paid,monthly,12.01,2023-09-29,2023-09,True
116403,875TIEY290,Pulse,expired,monthly,8.01,2023-11-15,2023-11,True
116406,875UXLE152,LimeLight,expired,monthly,19.98,2023-11-09,2023-11,True
116408,875UXMW051,RetroReel,paid,annual,120.0,2023-02-26,2023-02,True
116409,875VIJH308,Pulse,paid,monthly,7.99,2023-02-02,2023-02,True
116412,875VQSY666,CineQuest,paid,monthly,12.0,2023-08-17,2023-08,True
116414,875VRYI091,LimeLight,paid,annual,80.02,2023-01-31,2023-01,True
116415,875WCWW319,RetroReel,paid,annual,119.99,2023-07-01,2023-07,True
116417,875WLZX271,ChillStream,expired,monthly,24.98,2023-11-18,2023-11,True
116420,875WMIF319,LimeLight,paid,monthly,19.99,2023-11-18,2023-11,True
116424,875WMSO701,Pulse,expired,monthly,7.98,2023-02-22,2023-02,True
116429,875WRSU054,LimeLight,expired,monthly,19.98,2023-04-27,2023-04,True
116431,875XLWM653,LimeLight,expired,annual,80.02,2023-09-24,2023-09,True
116432,875XRZJ392,RetroReel,paid,monthly,30.0,2023-04-16,2023-04,True
116435,875ZQSH162,LimeLight,expired,monthly,20.0,2023-01-03,2023-01,True
116437,876ADYH238,LimeLight,expired,annual,80.01,2023-01-07,2023-01,True
116438,876ADYH238,LimeLight,paid,annual,80.0,2023-08-18,2023-08,True
116442,876ANGW564,Pulse,expired,monthly,8.0,2023-05-23,2023-05,True
116443,876ANGW564,Pulse,paid,monthly,8.01,2023-12-08,2023-12,True
116446,876AUDO312,LimeLight,expired,monthly,20.0,2023-04-06,2023-04,True
116447,876AYRM208,CineQuest,paid,monthly,12.0,2023-02-21,2023-02,True
116448,876AYRM208,CineQuest,expired,monthly,12.01,2023-04-03,2023-04,True
116449,876AYRM208,CineQuest,discounted,monthly,7.59,2023-05-23,2023-05,True
116452,876BDUN930,CineQuest,paid,monthly,12.0,2023-04-19,2023-04,True
116453,876BDUN930,CineQuest,expired,monthly,11.99,2023-10-06,2023-10,True
116455,876EFTZ278,Pulse,expired,monthly,8.0,2023-08-26,2023-08,True
116457,876GPES010,LimeLight,paid,monthly,19.99,2023-07-26,2023-07,True
116460,876GWUU694,Pulse,expired,monthly,8.0,2023-06-19,2023-06,True
116462,876HFDS477,CineQuest,expired,monthly,11.99,2023-06-02,2023-06,True
116463,876HFDS477,CineQuest,paid,monthly,12.01,2023-10-23,2023-10,True
116466,876HLUX310,LimeLight,expired,monthly,19.99,2023-12-24,2023-12,True
116469,876HMCP243,Pulse,expired,monthly,8.0,2023-04-12,2023-04,True
116470,876HMCP243,Pulse,paid,annual,50.0,2023-08-04,2023-08,True
116478,876LXLN302,RetroReel,expired,monthly,30.02,2023-12-13,2023-12,True
116479,876MAOL297,RetroReel,paid,monthly,30.0,2023-02-11,2023-02,True
116481,876MVYS773,RetroReel,paid,annual,120.01,2023-11-04,2023-11,True
116483,876NGIR005,LimeLight,paid,monthly,20.0,2023-06-27,2023-06,True
116485,876OCWO585,CineQuest,paid,monthly,12.0,2023-10-18,2023-10,True
116486,876OQXL522,LimeLight,paid,annual,80.0,2023-01-07,2023-01,True
116493,876QHNO131,RetroReel,paid,annual,120.0,2023-06-23,2023-06,True
116497,876TTRN337,LimeLight,paid,monthly,20.01,2023-01-31,2023-01,True
116499,876TWHR856,LimeLight,paid,monthly,20.0,2023-02-03,2023-02,True
116501,876ULFV077,LimeLight,paid,annual,80.0,2023-04-13,2023-04,True
116503,876YRMW901,Pulse,expired,monthly,8.01,2023-02-25,2023-02,True
116505,876YXWI198,Pulse,expired,monthly,7.99,2023-01-15,2023-01,True
116506,876YXWI198,Pulse,paid,monthly,8.01,2023-10-31,2023-10,True
116507,876YXWI198,Pulse,expired,monthly,8.0,2023-12-09,2023-12,True
116511,877ADFP061,RetroReel,paid,monthly,30.0,2023-07-25,2023-07,True
116513,877AMTC973,LimeLight,paid,monthly,20.01,2023-05-21,2023-05,True
116516,877CBSM990,LimeLight,expired,monthly,20.0,2023-01-14,2023-01,True
116517,877CBSM990,LimeLight,paid,monthly,19.99,2023-05-15,2023-05,True
116522,877FHBY175,Pulse,paid,monthly,7.99,2023-12-19,2023-12,True
116527,877FTYN803,LimeLight,expired,monthly,20.0,2023-01-22,2023-01,True
116528,877FTYN803,LimeLight,paid,monthly,20.01,2023-11-12,2023-11,True
116530,877GGXS822,ChillStream,expired,monthly,25.01,2023-09-04,2023-09,True
116531,877GGXS822,ChillStream,trial,monthly,16.09,2023-11-04,2023-11,True
116533,877GNZS192,RetroReel,paid,monthly,30.0,2023-10-22,2023-10,True
116539,877HHVX834,CineQuest,expired,monthly,12.0,2023-03-01,2023-03,True
116540,877HHVX834,CineQuest,discounted,monthly,9.93,2023-10-18,2023-10,True
116541,877HMRZ639,LimeLight,expired,annual,80.01,2023-03-03,2023-03,True
116542,877HMRZ639,LimeLight,paid,monthly,20.01,2023-04-09,2023-04,True
116544,877HXWX158,Pulse,paid,monthly,8.01,2023-07-08,2023-07,True
116552,877JXWO821,LimeLight,expired,monthly,20.0,2023-05-18,2023-05,True
116555,877KDGY877,CineQuest,expired,monthly,11.97,2023-01-03,2023-01,True
116557,877LQFA536,LimeLight,paid,monthly,19.99,2023-03-20,2023-03,True
116562,877NMMG580,LimeLight,paid,monthly,20.02,2023-08-04,2023-08,True
116563,877NOJN001,ChillStream,discounted,monthly,18.41,2023-03-17,2023-03,True
116564,877NOJN001,ChillStream,paid,monthly,24.99,2023-10-07,2023-10,True
116567,877NWSZ050,Pulse,discounted,monthly,4.15,2023-05-06,2023-05,True
116568,877NWSZ050,Pulse,paid,monthly,8.01,2023-07-04,2023-07,True
116569,877NWSZ050,Pulse,expired,monthly,8.0,2023-09-28,2023-09,True
116574,877OQCR040,CineQuest,expired,annual,60.0,2023-05-23,2023-05,True
116579,877OUSU615,LimeLight,paid,monthly,20.0,2023-04-27,2023-04,True
116583,877PJHS421,LimeLight,expired,monthly,20.01,2023-05-04,2023-05,True
116584,877PJHS421,LimeLight,paid,monthly,19.97,2023-10-14,2023-10,True
116586,877PPRE522,RetroReel,expired,monthly,30.0,2023-11-03,2023-11,True
116589,877PTGW125,Pulse,paid,monthly,8.01,2023-12-12,2023-12,True
116591,877PTRV376,LimeLight,trial,monthly,9.46,2023-05-16,2023-05,True
116592,877PTRV376,LimeLight,paid,monthly,20.01,2023-10-26,2023-10,True
116595,877QDJB530,RetroReel,discounted,monthly,29.7,2023-04-12,2023-04,True
116603,877UYLG868,RetroReel,paid,annual,120.03,2023-07-22,2023-07,True
116605,877VIHU405,Pulse,expired,monthly,7.99,2023-07-01,2023-07,True
116606,877VIHU405,Pulse,paid,monthly,7.99,2023-11-25,2023-11,True
116608,877VIQN585,RetroReel,expired,monthly,30.01,2023-02-06,2023-02,True
116609,877VKPQ980,Pulse,expired,monthly,8.0,2023-01-19,2023-01,True
116610,877VKPQ980,Pulse,paid,annual,49.99,2023-11-05,2023-11,True
116613,877WYZD616,Pulse,expired,monthly,8.01,2023-11-22,2023-11,True
116614,877WYZD616,Pulse,discounted,annual,28.26,2023-12-23,2023-12,True
116617,877XMDS608,Pulse,paid,monthly,8.0,2023-08-09,2023-08,True
116619,877YILQ991,ChillStream,paid,monthly,25.0,2023-04-01,2023-04,True
116620,877YILQ991,LimeLight,expired,monthly,20.0,2023-09-12,2023-09,True
116622,877YSSG353,LimeLight,trial,monthly,17.62,2023-01-26,2023-01,True
116623,877YSSG353,LimeLight,paid,monthly,20.01,2023-08-18,2023-08,True
116624,877YTSM410,Pulse,paid,monthly,7.99,2023-12-22,2023-12,True
116628,877ZCSU337,CineQuest,discounted,monthly,5.84,2023-06-02,2023-06,True
116629,877ZCSU337,CineQuest,paid,monthly,11.98,2023-07-18,2023-07,True
116633,878ANCQ670,RetroReel,expired,monthly,29.99,2023-01-30,2023-01,True
116636,878BUTR245,LimeLight,paid,monthly,20.03,2023-04-14,2023-04,True
116637,878BWCG857,LimeLight,discounted,monthly,15.73,2023-02-01,2023-02,True
116638,878BWCG857,LimeLight,paid,monthly,20.01,2023-06-04,2023-06,True
116640,878CBUQ822,Pulse,paid,monthly,8.0,2023-12-07,2023-12,True
116645,878CVDP352,CineQuest,expired,monthly,11.99,2023-07-05,2023-07,True
116646,878CVDP352,CineQuest,paid,monthly,12.0,2023-08-13,2023-08,True
116647,878CVDP352,CineQuest,expired,monthly,11.98,2023-11-03,2023-11,True
116653,878MEQB776,CineQuest,paid,monthly,12.01,2023-05-09,2023-05,True
116654,878MEQB776,CineQuest,expired,monthly,12.01,2023-11-02,2023-11,True
116656,878NREN239,RetroReel,paid,monthly,29.99,2023-01-22,2023-01,True
116657,878OOZC148,Pulse,paid,monthly,8.01,2023-05-25,2023-05,True
116658,878OOZC148,Pulse,expired,monthly,8.01,2023-12-06,2023-12,True
116664,878PDAS427,ChillStream,expired,monthly,25.01,2023-01-18,2023-01,True
116665,878PDAS427,ChillStream,paid,monthly,25.02,2023-07-25,2023-07,True
